ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_AEV,r1_AN,r1_APP,r1_APRA,r1_AvP,r1_CPP,r1_CoopP,r1_FE,r1_FE21,r1_FP,r1_FREPAP,r1_FyL,r1_JxP,r1_LP,r1_Morado,r1_Obras,r1_PBG,r1_PDF,r1_PDU,r1_PDV,r1_PID,r1_PL,r1_PLG,r1_PM4,r1_PP1,r1_PPA,r1_PPP,r1_PRG,r1_PRIN,r1_PTE,r1_Podemos,r1_PxT,r1_RP,r1_SAP,r1_SICREO,r1_SP20,r1_UCD,r1_UN,r1_total_valid,r1_blank,r1_null,r1_pct_AEV,r1_pct_AN,r1_pct_APP,r1_pct_APRA,r1_pct_AvP,r1_pct_CPP,r1_pct_CoopP,r1_pct_FE,r1_pct_FE21,r1_pct_FP,r1_pct_FREPAP,r1_pct_FyL,r1_pct_JxP,r1_pct_LP,r1_pct_Morado,r1_pct_Obras,r1_pct_PBG,r1_pct_PDF,r1_pct_PDU,r1_pct_PDV,r1_pct_PID,r1_pct_PL,r1_pct_PLG,r1_pct_PM4,r1_pct_PP1,r1_pct_PPA,r1_pct_PPP,r1_pct_PRG,r1_pct_PRIN,r1_pct_PTE,r1_pct_Podemos,r1_pct_PxT,r1_pct_RP,r1_pct_SAP,r1_pct_SICREO,r1_pct_SP20,r1_pct_UCD,r1_pct_UN,r1_winner
920604,,,,2.0,64.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,3.0,3.0,1.0,4.0,29.0,185.0,0.0,0.0,0.0,2.0,1.0,51.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,50.0,438.0,0.0,3.0,1.0,0.0,10.0,916,61,10,0.2183,6.9869,0.1092,0.4367,0.1092,0.0,0.0,0.0,0.0,6.441,0.0,0.3275,0.3275,0.1092,0.4367,3.1659,20.1965,0.0,0.0,0.0,0.2183,0.1092,5.5677,0.0,0.1092,0.1092,0.1092,0.0,0.0,0.0,0.1092,5.4585,47.8166,0.0,0.3275,0.1092,0.0,1.0917,RP
920605,,,,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,1.0,0.0,2.0,0.0,5.0,42.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,87.0,0.0,6.0,0.0,0.0,2.0,205,3,7,0.0,7.8049,0.0,0.0,0.0,0.0,0.0,0.0,0.9756,5.8537,0.0,0.4878,0.0,0.9756,0.0,2.439,20.4878,0.0,0.0,0.4878,0.0,0.0,7.8049,0.0,0.0,0.0,0.4878,0.0,0.4878,0.0,0.0,5.3659,42.439,0.0,2.9268,0.0,0.0,0.9756,RP
920608,,,,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,1.0,1.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,136.0,0.0,2.0,0.0,0.0,1.0,271,27,1,0.0,9.2251,0.0,0.369,0.0,0.0,0.0,0.0,0.0,6.6421,0.0,0.0,1.107,0.369,0.369,3.69,14.3911,0.0,0.0,0.0,0.0,0.0,4.797,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3801,50.1845,0.0,0.738,0.0,0.0,0.369,RP
920701,,,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,46,8,2,0.0,6.5217,0.0,0.0,0.0,0.0,2.1739,0.0,2.1739,19.5652,0.0,0.0,2.1739,2.1739,0.0,0.0,2.1739,0.0,0.0,0.0,0.0,2.1739,10.8696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0435,36.9565,0.0,0.0,0.0,0.0,0.0,RP
920702,,,,8.0,62.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,153.0,0.0,1.0,18.0,2.0,6.0,58.0,117.0,0.0,0.0,3.0,3.0,6.0,32.0,0.0,2.0,2.0,7.0,1.0,1.0,0.0,1.0,56.0,338.0,0.0,4.0,3.0,2.0,4.0,898,133,40,0.8909,6.9042,0.1114,0.3341,0.1114,0.0,0.1114,0.1114,0.1114,17.0379,0.0,0.1114,2.0045,0.2227,0.6682,6.4588,13.029,0.0,0.0,0.3341,0.3341,0.6682,3.5635,0.0,0.2227,0.2227,0.7795,0.1114,0.1114,0.0,0.1114,6.2361,37.6392,0.0,0.4454,0.3341,0.2227,0.4454,RP
920703,,,,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,5.0,1.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,69.0,0.0,0.0,0.0,0.0,0.0,167,22,12,0.5988,4.7904,0.0,0.5988,0.5988,0.0,0.0,0.0,1.7964,17.9641,0.0,0.0,2.994,0.5988,0.0,4.7904,6.5868,0.0,0.0,0.0,0.0,0.0,6.5868,0.0,0.0,0.0,1.7964,0.0,0.0,0.0,0.0,8.982,41.3174,0.0,0.0,0.0,0.0,0.0,RP
920705,,,,3.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,166.0,0.0,0.0,14.0,2.0,1.0,12.0,4.0,0.0,2.0,7.0,1.0,4.0,8.0,2.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,32.0,16.0,1.0,4.0,2.0,4.0,2.0,313,234,30,0.9585,0.9585,1.278,0.3195,0.0,0.0,0.3195,0.3195,1.278,53.0351,0.0,0.0,4.4728,0.639,0.3195,3.8339,1.278,0.0,0.639,2.2364,0.3195,1.278,2.5559,0.639,0.639,0.639,1.5974,0.0,0.3195,0.0,0.639,10.2236,5.1118,0.3195,1.278,0.639,1.278,0.639,FP
920706,,,,3.0,14.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,56.0,0.0,2.0,0.0,2.0,0.0,16.0,26.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,19.0,139.0,0.0,3.0,1.0,2.0,2.0,307,29,15,0.9772,4.5603,0.0,1.3029,0.3257,0.0,0.0,0.3257,0.0,18.241,0.0,0.6515,0.0,0.6515,0.0,5.2117,8.4691,0.0,0.3257,0.3257,0.3257,0.6515,1.9544,0.0,0.0,0.3257,0.9772,0.0,0.3257,0.0,0.0,6.1889,45.2769,0.0,0.9772,0.3257,0.6515,0.6515,RP
920709,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,23,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478,13.0435,0.0,0.0,0.0,4.3478,0.0,0.0,4.3478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3913,56.5217,0.0,0.0,0.0,0.0,0.0,RP
920717,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3333,50.0,0.0,0.0,0.0,0.0,0.0,RP
920737,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,13,4,0,0.0,0.0,0.0,7.6923,0.0,0.0,0.0,0.0,0.0,23.0769,0.0,0.0,0.0,0.0,0.0,7.6923,0.0,0.0,0.0,0.0,0.0,0.0,7.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1538,0.0,7.6923,0.0,0.0,0.0,RP
920803,,,,7.0,85.0,5.0,10.0,1.0,0.0,4.0,2.0,5.0,170.0,0.0,0.0,18.0,4.0,7.0,60.0,123.0,5.0,2.0,3.0,4.0,6.0,38.0,0.0,6.0,7.0,3.0,3.0,0.0,0.0,2.0,58.0,541.0,0.0,7.0,8.0,4.0,8.0,1206,154,33,0.5804,7.0481,0.4146,0.8292,0.0829,0.0,0.3317,0.1658,0.4146,14.0962,0.0,0.0,1.4925,0.3317,0.5804,4.9751,10.199,0.4146,0.1658,0.2488,0.3317,0.4975,3.1509,0.0,0.4975,0.5804,0.2488,0.2488,0.0,0.0,0.1658,4.8093,44.859,0.0,0.5804,0.6633,0.3317,0.6633,RP
920901,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11,4,0,0.0,27.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0909,0.0,0.0,0.0,0.0,0.0,9.0909,27.2727,0.0,0.0,0.0,0.0,0.0,0.0,9.0909,0.0,9.0909,0.0,0.0,0.0,9.0909,0.0,0.0,AN
921001,,,,20.0,93.0,14.0,14.0,2.0,0.0,40.0,0.0,57.0,375.0,0.0,4.0,144.0,3.0,12.0,324.0,118.0,1.0,16.0,7.0,6.0,10.0,69.0,4.0,8.0,9.0,17.0,9.0,2.0,1.0,9.0,334.0,222.0,1.0,58.0,21.0,50.0,10.0,2084,728,295,0.9597,4.4626,0.6718,0.6718,0.096,0.0,1.9194,0.0,2.7351,17.9942,0.0,0.1919,6.9098,0.144,0.5758,15.547,5.6622,0.048,0.7678,0.3359,0.2879,0.4798,3.3109,0.1919,0.3839,0.4319,0.8157,0.4319,0.096,0.048,0.4319,16.0269,10.6526,0.048,2.7831,1.0077,2.3992,0.4798,FP
921002,,,,23.0,117.0,15.0,35.0,5.0,0.0,104.0,2.0,104.0,240.0,0.0,3.0,333.0,8.0,20.0,567.0,142.0,2.0,22.0,18.0,29.0,16.0,63.0,6.0,8.0,6.0,29.0,12.0,1.0,5.0,27.0,245.0,136.0,19.0,42.0,13.0,11.0,7.0,2435,866,256,0.9446,4.8049,0.616,1.4374,0.2053,0.0,4.271,0.0821,4.271,9.8563,0.0,0.1232,13.6756,0.3285,0.8214,23.2854,5.8316,0.0821,0.9035,0.7392,1.191,0.6571,2.5873,0.2464,0.3285,0.2464,1.191,0.4928,0.0411,0.2053,1.1088,10.0616,5.5852,0.7803,1.7248,0.5339,0.4517,0.2875,Obras
921003,,,,2.0,23.0,1.0,3.0,1.0,0.0,2.0,1.0,10.0,59.0,0.0,1.0,11.0,1.0,0.0,38.0,32.0,0.0,2.0,0.0,0.0,1.0,16.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,62.0,67.0,0.0,4.0,4.0,3.0,3.0,355,77,32,0.5634,6.4789,0.2817,0.8451,0.2817,0.0,0.5634,0.2817,2.8169,16.6197,0.0,0.2817,3.0986,0.2817,0.0,10.7042,9.0141,0.0,0.5634,0.0,0.0,0.2817,4.507,0.0,0.5634,0.8451,0.5634,0.0,0.0,0.0,0.2817,17.4648,18.8732,0.0,1.1268,1.1268,0.8451,0.8451,RP
921005,,,,32.0,219.0,29.0,44.0,5.0,0.0,58.0,5.0,116.0,1099.0,0.0,6.0,205.0,16.0,15.0,582.0,221.0,5.0,22.0,30.0,19.0,25.0,117.0,2.0,9.0,32.0,51.0,18.0,4.0,4.0,27.0,709.0,401.0,8.0,58.0,31.0,110.0,13.0,4347,2226,857,0.7361,5.038,0.6671,1.0122,0.115,0.0,1.3343,0.115,2.6685,25.2818,0.0,0.138,4.7159,0.3681,0.3451,13.3885,5.084,0.115,0.5061,0.6901,0.4371,0.5751,2.6915,0.046,0.207,0.7361,1.1732,0.4141,0.092,0.092,0.6211,16.3101,9.2248,0.184,1.3343,0.7131,2.5305,0.2991,FP
921006,,,,167.0,1405.0,164.0,325.0,43.0,0.0,162.0,61.0,438.0,7308.0,0.0,58.0,1067.0,84.0,145.0,4063.0,2126.0,26.0,180.0,171.0,90.0,120.0,778.0,35.0,114.0,100.0,230.0,83.0,43.0,39.0,210.0,4387.0,3901.0,32.0,410.0,183.0,925.0,89.0,29762,11278,9361,0.5611,4.7208,0.551,1.092,0.1445,0.0,0.5443,0.205,1.4717,24.5548,0.0,0.1949,3.5851,0.2822,0.4872,13.6516,7.1433,0.0874,0.6048,0.5746,0.3024,0.4032,2.6141,0.1176,0.383,0.336,0.7728,0.2789,0.1445,0.131,0.7056,14.7403,13.1073,0.1075,1.3776,0.6149,3.108,0.299,FP
921007,,,,5.0,45.0,7.0,2.0,5.0,0.0,10.0,0.0,15.0,157.0,0.0,1.0,26.0,2.0,4.0,98.0,80.0,0.0,1.0,5.0,4.0,2.0,31.0,0.0,1.0,2.0,7.0,3.0,0.0,0.0,4.0,103.0,157.0,0.0,9.0,12.0,13.0,1.0,812,238,116,0.6158,5.5419,0.8621,0.2463,0.6158,0.0,1.2315,0.0,1.8473,19.335,0.0,0.1232,3.202,0.2463,0.4926,12.069,9.8522,0.0,0.1232,0.6158,0.4926,0.2463,3.8177,0.0,0.1232,0.2463,0.8621,0.3695,0.0,0.0,0.4926,12.6847,19.335,0.0,1.1084,1.4778,1.601,0.1232,FP
921026,,,,2.0,16.0,0.0,4.0,0.0,0.0,4.0,1.0,7.0,47.0,0.0,1.0,20.0,1.0,0.0,46.0,18.0,0.0,6.0,1.0,1.0,2.0,7.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,34.0,28.0,0.0,5.0,3.0,7.0,1.0,270,140,32,0.7407,5.9259,0.0,1.4815,0.0,0.0,1.4815,0.3704,2.5926,17.4074,0.0,0.3704,7.4074,0.3704,0.0,17.037,6.6667,0.0,2.2222,0.3704,0.3704,0.7407,2.5926,0.0,0.3704,0.3704,0.7407,1.1111,0.0,0.0,0.3704,12.5926,10.3704,0.0,1.8519,1.1111,2.5926,0.3704,FP
921101,,,,7.0,36.0,2.0,2.0,1.0,0.0,1.0,2.0,10.0,136.0,0.0,1.0,24.0,1.0,0.0,44.0,34.0,0.0,0.0,0.0,3.0,0.0,26.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,2.0,49.0,245.0,1.0,11.0,1.0,4.0,2.0,655,247,93,1.0687,5.4962,0.3053,0.3053,0.1527,0.0,0.1527,0.3053,1.5267,20.7634,0.0,0.1527,3.6641,0.1527,0.0,6.7176,5.1908,0.0,0.0,0.0,0.458,0.0,3.9695,0.1527,0.3053,0.0,0.7634,0.3053,0.0,0.0,0.3053,7.4809,37.4046,0.1527,1.6794,0.1527,0.6107,0.3053,RP
921102,,,,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,13.0,0.0,2.0,13.0,14.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,14.0,24.0,0.0,2.0,0.0,1.0,0.0,151,215,34,1.9868,3.9735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1523,0.0,0.6623,8.6093,0.0,1.3245,8.6093,9.2715,0.0,0.0,1.3245,0.0,1.3245,5.298,0.6623,0.0,0.6623,0.0,1.9868,0.0,0.0,0.0,9.2715,15.894,0.0,1.3245,0.0,0.6623,0.0,FP
921104,,,,3.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,43.0,0.0,1.0,5.0,0.0,1.0,13.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,2.0,0.0,3.0,0.0,129,111,37,2.3256,5.4264,1.5504,2.3256,0.0,0.0,0.0,0.0,2.3256,33.3333,0.0,0.7752,3.876,0.0,0.7752,10.0775,6.9767,0.0,0.0,0.7752,1.5504,0.0,0.7752,0.0,2.3256,0.0,2.3256,0.0,0.0,0.0,0.0,10.8527,7.7519,0.0,1.5504,0.0,2.3256,0.0,FP
921105,,,,2.0,35.0,4.0,9.0,1.0,0.0,2.0,1.0,10.0,131.0,0.0,2.0,45.0,0.0,5.0,50.0,58.0,0.0,2.0,1.0,2.0,8.0,27.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,40.0,190.0,0.0,2.0,1.0,1.0,5.0,645,282,96,0.3101,5.4264,0.6202,1.3953,0.155,0.0,0.3101,0.155,1.5504,20.3101,0.0,0.3101,6.9767,0.0,0.7752,7.7519,8.9922,0.0,0.3101,0.155,0.3101,1.2403,4.186,0.155,0.155,0.4651,0.6202,0.155,0.155,0.0,0.0,6.2016,29.4574,0.0,0.3101,0.155,0.155,0.7752,RP
921110,,,,1.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,50.0,0.0,1.0,29.0,0.0,0.0,17.0,14.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,40.0,40.0,0.0,1.0,2.0,4.0,0.0,238,173,65,0.4202,5.042,1.2605,0.4202,0.4202,0.0,0.0,0.0,2.521,21.0084,0.0,0.4202,12.1849,0.0,0.0,7.1429,5.8824,0.0,0.0,0.4202,0.4202,0.8403,0.0,0.0,0.4202,1.2605,2.1008,0.4202,0.4202,0.4202,0.0,16.8067,16.8067,0.0,0.4202,0.8403,1.6807,0.0,FP
921201,,,,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,0.0,0.0,1.0,0.0,0.0,57,15,3,0.0,5.2632,0.0,0.0,0.0,0.0,3.5088,0.0,0.0,5.2632,0.0,0.0,1.7544,0.0,0.0,5.2632,5.2632,0.0,0.0,0.0,0.0,0.0,15.7895,0.0,0.0,1.7544,0.0,0.0,0.0,0.0,0.0,14.0351,40.3509,0.0,0.0,1.7544,0.0,0.0,RP
921303,,,,3.0,121.0,1.0,11.0,3.0,0.0,7.0,1.0,10.0,193.0,0.0,1.0,15.0,2.0,6.0,90.0,184.0,0.0,5.0,0.0,4.0,3.0,56.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,130.0,530.0,0.0,7.0,12.0,2.0,10.0,1413,202,27,0.2123,8.5633,0.0708,0.7785,0.2123,0.0,0.4954,0.0708,0.7077,13.6589,0.0,0.0708,1.0616,0.1415,0.4246,6.3694,13.0219,0.0,0.3539,0.0,0.2831,0.2123,3.9632,0.0708,0.0708,0.0708,0.1415,0.0,0.0,0.0,0.0708,9.2003,37.5088,0.0,0.4954,0.8493,0.1415,0.7077,RP
921304,,,,4.0,104.0,0.0,13.0,0.0,0.0,8.0,0.0,13.0,165.0,0.0,1.0,13.0,3.0,9.0,75.0,181.0,1.0,1.0,0.0,7.0,3.0,52.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,90.0,558.0,0.0,14.0,17.0,1.0,12.0,1357,184,21,0.2948,7.664,0.0,0.958,0.0,0.0,0.5895,0.0,0.958,12.1592,0.0,0.0737,0.958,0.2211,0.6632,5.5269,13.3382,0.0737,0.0737,0.0,0.5158,0.2211,3.832,0.0737,0.0737,0.0737,0.0737,0.0,0.0737,0.1474,0.3685,6.6323,41.1201,0.0,1.0317,1.2528,0.0737,0.8843,RP
921308,,,,4.0,87.0,0.0,10.0,4.0,0.0,1.0,0.0,13.0,131.0,0.0,1.0,19.0,5.0,5.0,89.0,136.0,0.0,5.0,3.0,2.0,4.0,33.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,5.0,115.0,423.0,0.0,11.0,4.0,5.0,6.0,1129,148,21,0.3543,7.7059,0.0,0.8857,0.3543,0.0,0.0886,0.0,1.1515,11.6032,0.0,0.0886,1.6829,0.4429,0.4429,7.8831,12.0461,0.0,0.4429,0.2657,0.1771,0.3543,2.9229,0.0,0.1771,0.0886,0.0886,0.2657,0.0886,0.0,0.4429,10.186,37.4668,0.0,0.9743,0.3543,0.4429,0.5314,RP
921313,,,,2.0,85.0,2.0,21.0,3.0,0.0,8.0,0.0,7.0,236.0,0.0,3.0,13.0,2.0,7.0,82.0,141.0,1.0,5.0,3.0,2.0,1.0,71.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,89.0,989.0,1.0,13.0,4.0,4.0,10.0,1814,225,40,0.1103,4.6858,0.1103,1.1577,0.1654,0.0,0.441,0.0,0.3859,13.0099,0.0,0.1654,0.7166,0.1103,0.3859,4.5204,7.7729,0.0551,0.2756,0.1654,0.1103,0.0551,3.914,0.1654,0.0,0.0,0.0551,0.2756,0.0,0.0,0.0,4.9063,54.5204,0.0551,0.7166,0.2205,0.2205,0.5513,RP
921315,,,,21.0,310.0,7.0,65.0,5.0,0.0,31.0,3.0,57.0,984.0,0.0,3.0,110.0,10.0,21.0,417.0,466.0,0.0,26.0,9.0,12.0,16.0,149.0,2.0,6.0,15.0,17.0,5.0,1.0,0.0,13.0,455.0,2797.0,4.0,39.0,26.0,16.0,57.0,6175,801,170,0.3401,5.0202,0.1134,1.0526,0.081,0.0,0.502,0.0486,0.9231,15.9352,0.0,0.0486,1.7814,0.1619,0.3401,6.753,7.5466,0.0,0.4211,0.1457,0.1943,0.2591,2.413,0.0324,0.0972,0.2429,0.2753,0.081,0.0162,0.0,0.2105,7.3684,45.2955,0.0648,0.6316,0.4211,0.2591,0.9231,RP
921317,,,,19.0,344.0,26.0,101.0,7.0,0.0,16.0,2.0,36.0,1247.0,0.0,6.0,48.0,33.0,22.0,330.0,723.0,3.0,17.0,11.0,28.0,13.0,247.0,6.0,7.0,11.0,16.0,7.0,3.0,3.0,20.0,475.0,5902.0,1.0,50.0,31.0,15.0,99.0,9925,936,207,0.1914,3.466,0.262,1.0176,0.0705,0.0,0.1612,0.0202,0.3627,12.5642,0.0,0.0605,0.4836,0.3325,0.2217,3.3249,7.2846,0.0302,0.1713,0.1108,0.2821,0.131,2.4887,0.0605,0.0705,0.1108,0.1612,0.0705,0.0302,0.0302,0.2015,4.7859,59.466,0.0101,0.5038,0.3123,0.1511,0.9975,RP
921318,,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,49.0,0.0,0.0,0.0,0.0,4.0,134,29,8,0.0,4.4776,0.0,0.0,0.0,0.0,0.0,0.0,0.7463,19.403,0.0,0.0,0.0,0.0,0.0,5.2239,10.4478,0.0,0.0,0.0,0.7463,0.7463,3.7313,0.0,0.0,0.0,0.0,0.7463,0.0,0.0,0.0,14.1791,36.5672,0.0,0.0,0.0,0.0,2.9851,RP
921319,,,,19.0,425.0,21.0,100.0,9.0,0.0,39.0,3.0,55.0,1170.0,0.0,2.0,160.0,34.0,32.0,574.0,587.0,4.0,25.0,10.0,25.0,14.0,144.0,8.0,2.0,9.0,18.0,4.0,4.0,1.0,13.0,580.0,2372.0,3.0,48.0,26.0,22.0,42.0,6604,1181,270,0.2877,6.4355,0.318,1.5142,0.1363,0.0,0.5906,0.0454,0.8328,17.7165,0.0,0.0303,2.4228,0.5148,0.4846,8.6917,8.8886,0.0606,0.3786,0.1514,0.3786,0.212,2.1805,0.1211,0.0303,0.1363,0.2726,0.0606,0.0606,0.0151,0.1969,8.7826,35.9176,0.0454,0.7268,0.3937,0.3331,0.636,RP
921320,,,,1.0,42.0,3.0,8.0,1.0,0.0,1.0,1.0,4.0,174.0,0.0,0.0,4.0,2.0,4.0,45.0,91.0,0.0,2.0,0.0,4.0,2.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,63.0,741.0,0.0,8.0,6.0,0.0,13.0,1254,73,34,0.0797,3.3493,0.2392,0.638,0.0797,0.0,0.0797,0.0797,0.319,13.8756,0.0,0.0,0.319,0.1595,0.319,3.5885,7.2568,0.0,0.1595,0.0,0.319,0.1595,2.5518,0.0,0.0,0.0,0.0797,0.0797,0.0,0.0,0.0,5.0239,59.0909,0.0,0.638,0.4785,0.0,1.0367,RP
921322,,,,3.0,18.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,0.0,1.0,15.0,32.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,122.0,0.0,0.0,1.0,2.0,4.0,249,33,12,1.2048,7.2289,0.0,3.2129,0.4016,0.0,0.0,0.0,0.8032,4.0161,0.0,0.0,1.2048,0.0,0.4016,6.0241,12.8514,0.0,0.0,0.0,0.0,0.4016,3.6145,0.0,0.0,0.4016,0.0,0.0,0.0,0.0,0.0,6.4257,48.996,0.0,0.0,0.4016,0.8032,1.6064,RP
921323,,,,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,1.0,0.0,1.0,16.0,35.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,100.0,0.0,12.0,3.0,1.0,0.0,241,42,7,0.4149,2.9046,0.0,0.8299,0.0,0.0,0.0,0.0,0.0,15.3527,0.0,0.4149,0.4149,0.0,0.4149,6.639,14.5228,0.0,0.0,0.0,0.4149,0.0,3.7344,0.0,0.0,0.0,0.4149,0.4149,0.0,0.0,0.0,4.9793,41.4938,0.0,4.9793,1.2448,0.4149,0.0,RP
921324,,,,0.0,16.0,0.0,3.0,0.0,0.0,2.0,2.0,4.0,45.0,0.0,0.0,1.0,0.0,0.0,17.0,45.0,1.0,0.0,2.0,0.0,8.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,233.0,1.0,1.0,1.0,2.0,2.0,436,54,7,0.0,3.6697,0.0,0.6881,0.0,0.0,0.4587,0.4587,0.9174,10.3211,0.0,0.0,0.2294,0.0,0.0,3.8991,10.3211,0.2294,0.0,0.4587,0.0,1.8349,4.5872,0.0,0.4587,0.0,0.0,0.0,0.0,0.0,0.0,6.422,53.4404,0.2294,0.2294,0.2294,0.4587,0.4587,RP
921325,,,,18.0,252.0,7.0,18.0,8.0,0.0,9.0,0.0,17.0,420.0,0.0,0.0,73.0,3.0,19.0,270.0,342.0,1.0,13.0,8.0,13.0,8.0,72.0,3.0,7.0,3.0,6.0,2.0,2.0,2.0,4.0,243.0,1193.0,1.0,28.0,12.0,5.0,18.0,3100,549,81,0.5806,8.129,0.2258,0.5806,0.2581,0.0,0.2903,0.0,0.5484,13.5484,0.0,0.0,2.3548,0.0968,0.6129,8.7097,11.0323,0.0323,0.4194,0.2581,0.4194,0.2581,2.3226,0.0968,0.2258,0.0968,0.1935,0.0645,0.0645,0.0645,0.129,7.8387,38.4839,0.0323,0.9032,0.3871,0.1613,0.5806,RP
