ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_PNP,r1_FA,r1_PM,r1_PPS,r1_VN,r1_AP,r1_AvP,r1_PP,r1_JP,r1_PPC,r1_FP,r1_UPP,r1_RP,r1_RUNA,r1_SP,r1_PL,r1_DD,r1_APP,VOTOS_VB,VOTOS_VN,VOTOS_VI,r1_total_valid,r1_blank,r1_null,r1_pct_PNP,r1_pct_FA,r1_pct_PM,r1_pct_PPS,r1_pct_VN,r1_pct_AP,r1_pct_AvP,r1_pct_PP,r1_pct_JP,r1_pct_PPC,r1_pct_FP,r1_pct_UPP,r1_pct_RP,r1_pct_RUNA,r1_pct_SP,r1_pct_PL,r1_pct_DD,r1_pct_APP,r2_castillo,r2_fujimori,r2_blank,r2_null,r2_total_valid,r2_pct_castillo,r2_pct_fujimori,r2_margin,r2_winner
220104,TACNA,TACNA,INCLAN,47.0,5.0,13.0,2.0,66.0,264.0,69.0,40.0,80.0,4.0,72.0,3.0,99.0,10.0,18.0,848.0,3.0,23.0,181.0,58.0,0.0,1666.0,181.0,58.0,2.82,0.3,0.78,0.12,3.96,15.85,4.14,2.4,4.8,0.24,4.32,0.18,5.94,0.6,1.08,50.9,0.18,1.38,1552.0,321.0,5.0,71.0,1873.0,82.86,17.14,65.72,Castillo
220107,TACNA,TACNA,PACHIA,29.0,4.0,11.0,0.0,66.0,257.0,115.0,72.0,148.0,12.0,88.0,13.0,115.0,10.0,19.0,648.0,4.0,44.0,146.0,91.0,0.0,1655.0,146.0,91.0,1.75,0.24,0.66,0.0,3.99,15.53,6.95,4.35,8.94,0.73,5.32,0.79,6.95,0.6,1.15,39.15,0.24,2.66,1436.0,406.0,9.0,65.0,1842.0,77.96,22.04,55.92,Castillo
220108,TACNA,TACNA,PALCA,69.0,6.0,6.0,0.0,16.0,118.0,19.0,24.0,76.0,3.0,41.0,14.0,36.0,5.0,8.0,468.0,1.0,16.0,149.0,25.0,0.0,926.0,149.0,25.0,7.45,0.65,0.65,0.0,1.73,12.74,2.05,2.59,8.21,0.32,4.43,1.51,3.89,0.54,0.86,50.54,0.11,1.73,964.0,156.0,6.0,22.0,1120.0,86.07,13.93,72.14,Castillo
220109,TACNA,TACNA,POCOLLAY,161.0,71.0,193.0,35.0,394.0,1506.0,1291.0,512.0,814.0,187.0,533.0,69.0,970.0,48.0,118.0,2845.0,23.0,257.0,646.0,495.0,0.0,10027.0,646.0,495.0,1.61,0.71,1.92,0.35,3.93,15.02,12.88,5.11,8.12,1.86,5.32,0.69,9.67,0.48,1.18,28.37,0.23,2.56,7288.0,3356.0,70.0,681.0,10644.0,68.47,31.53,36.94,Castillo
220110,TACNA,TACNA,SAMA,51.0,7.0,12.0,5.0,79.0,215.0,74.0,66.0,85.0,16.0,94.0,9.0,112.0,6.0,16.0,547.0,2.0,24.0,198.0,46.0,0.0,1420.0,198.0,46.0,3.59,0.49,0.85,0.35,5.56,15.14,5.21,4.65,5.99,1.13,6.62,0.63,7.89,0.42,1.13,38.52,0.14,1.69,1245.0,404.0,11.0,52.0,1649.0,75.5,24.5,51.0,Castillo
220111,TACNA,TACNA,ALTO DE LA ALIANZA,410.0,116.0,264.0,72.0,738.0,2899.0,1747.0,1161.0,1345.0,229.0,1000.0,176.0,1785.0,83.0,218.0,7421.0,61.0,484.0,1651.0,1045.0,0.0,20209.0,1651.0,1045.0,2.03,0.57,1.31,0.36,3.65,14.35,8.64,5.74,6.66,1.13,4.95,0.87,8.83,0.41,1.08,36.72,0.3,2.39,17166.0,4858.0,87.0,1116.0,22024.0,77.94,22.06,55.88,Castillo
220112,TACNA,TACNA,CIUDAD NUEVA,472.0,103.0,209.0,70.0,502.0,2862.0,1411.0,790.0,1152.0,146.0,883.0,217.0,1461.0,146.0,187.0,9561.0,79.0,533.0,1883.0,1017.0,0.0,20784.0,1883.0,1017.0,2.27,0.5,1.01,0.34,2.42,13.77,6.79,3.8,5.54,0.7,4.25,1.04,7.03,0.7,0.9,46.0,0.38,2.56,19166.0,3687.0,120.0,979.0,22853.0,83.87,16.13,67.74,Castillo
220113,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,1175.0,262.0,798.0,174.0,1812.0,7678.0,5087.0,2329.0,3684.0,608.0,2421.0,473.0,4294.0,289.0,563.0,19737.0,169.0,1247.0,4268.0,2647.0,0.0,52800.0,4268.0,2647.0,2.23,0.5,1.51,0.33,3.43,14.54,9.63,4.41,6.98,1.15,4.59,0.9,8.13,0.55,1.07,37.38,0.32,2.36,43703.0,13599.0,283.0,3107.0,57302.0,76.27,23.73,52.54,Castillo
220114,TACNA,TACNA,LA YARADA LOS PALOS,103.0,20.0,30.0,25.0,84.0,652.0,98.0,95.0,200.0,10.0,158.0,60.0,163.0,20.0,36.0,1757.0,6.0,60.0,530.0,165.0,0.0,3577.0,530.0,165.0,2.88,0.56,0.84,0.7,2.35,18.23,2.74,2.66,5.59,0.28,4.42,1.68,4.56,0.56,1.01,49.12,0.17,1.68,3682.0,499.0,27.0,137.0,4181.0,88.07,11.93,76.14,Castillo
220201,TACNA,TARATA,TARATA,416.0,8.0,0.0,3.0,20.0,140.0,52.0,32.0,96.0,2.0,42.0,13.0,39.0,6.0,19.0,792.0,0.0,9.0,222.0,87.0,0.0,1689.0,222.0,87.0,24.63,0.47,0.0,0.18,1.18,8.29,3.08,1.89,5.68,0.12,2.49,0.77,2.31,0.36,1.12,46.89,0.0,0.53,1792.0,193.0,10.0,55.0,1985.0,90.28,9.72,80.56,Castillo
220205,TACNA,TARATA,HEROES ALBARRACIN,28.0,3.0,6.0,1.0,17.0,63.0,18.0,11.0,29.0,1.0,20.0,1.0,23.0,3.0,1.0,132.0,0.0,9.0,47.0,12.0,0.0,366.0,47.0,12.0,7.65,0.82,1.64,0.27,4.64,17.21,4.92,3.01,7.92,0.27,5.46,0.27,6.28,0.82,0.27,36.07,0.0,2.46,313.0,93.0,4.0,18.0,406.0,77.09,22.91,54.18,Castillo
220206,TACNA,TARATA,ESTIQUE,13.0,2.0,1.0,0.0,8.0,44.0,9.0,15.0,20.0,2.0,17.0,5.0,13.0,3.0,0.0,166.0,0.0,7.0,30.0,7.0,0.0,325.0,30.0,7.0,4.0,0.62,0.31,0.0,2.46,13.54,2.77,4.62,6.15,0.62,5.23,1.54,4.0,0.92,0.0,51.08,0.0,2.15,318.0,54.0,0.0,5.0,372.0,85.48,14.52,70.96,Castillo
220207,TACNA,TARATA,ESTIQUE PAMPA,15.0,1.0,2.0,1.0,14.0,31.0,3.0,5.0,11.0,2.0,7.0,0.0,21.0,1.0,3.0,72.0,0.0,4.0,22.0,1.0,0.0,193.0,22.0,1.0,7.77,0.52,1.04,0.52,7.25,16.06,1.55,2.59,5.7,1.04,3.63,0.0,10.88,0.52,1.55,37.31,0.0,2.07,178.0,40.0,1.0,4.0,218.0,81.65,18.35,63.3,Castillo
220210,TACNA,TARATA,SITAJARA,7.0,1.0,0.0,0.0,8.0,27.0,7.0,17.0,18.0,1.0,9.0,3.0,5.0,3.0,1.0,91.0,0.0,0.0,29.0,9.0,0.0,198.0,29.0,9.0,3.54,0.51,0.0,0.0,4.04,13.64,3.54,8.59,9.09,0.51,4.55,1.52,2.53,1.52,0.51,45.96,0.0,0.0,195.0,44.0,2.0,3.0,239.0,81.59,18.41,63.18,Castillo
220211,TACNA,TARATA,SUSAPAYA,50.0,0.0,1.0,1.0,8.0,44.0,4.0,4.0,40.0,0.0,13.0,3.0,3.0,0.0,1.0,170.0,0.0,3.0,54.0,20.0,0.0,345.0,54.0,20.0,14.49,0.0,0.29,0.29,2.32,12.75,1.16,1.16,11.59,0.0,3.77,0.87,0.87,0.0,0.29,49.28,0.0,0.87,358.0,69.0,4.0,17.0,427.0,83.84,16.16,67.68,Castillo
220212,TACNA,TARATA,TARUCACHI,26.0,2.0,4.0,1.0,10.0,80.0,13.0,7.0,21.0,4.0,22.0,2.0,17.0,2.0,3.0,172.0,1.0,7.0,55.0,9.0,0.0,394.0,55.0,9.0,6.6,0.51,1.02,0.25,2.54,20.3,3.3,1.78,5.33,1.02,5.58,0.51,4.31,0.51,0.76,43.65,0.25,1.78,371.0,95.0,2.0,12.0,466.0,79.61,20.39,59.22,Castillo
220213,TACNA,TARATA,TICACO,63.0,4.0,1.0,0.0,5.0,57.0,3.0,2.0,38.0,1.0,33.0,6.0,10.0,3.0,0.0,261.0,1.0,4.0,66.0,19.0,0.0,492.0,66.0,19.0,12.8,0.81,0.2,0.0,1.02,11.59,0.61,0.41,7.72,0.2,6.71,1.22,2.03,0.61,0.0,53.05,0.2,0.81,464.0,87.0,4.0,16.0,551.0,84.21,15.79,68.42,Castillo
220301,TACNA,JORGE BASADRE,LOCUMBA,35.0,3.0,21.0,0.0,43.0,206.0,63.0,44.0,98.0,9.0,64.0,10.0,85.0,11.0,9.0,775.0,1.0,10.0,174.0,41.0,0.0,1487.0,174.0,41.0,2.35,0.2,1.41,0.0,2.89,13.85,4.24,2.96,6.59,0.61,4.3,0.67,5.72,0.74,0.61,52.12,0.07,0.67,1396.0,297.0,7.0,73.0,1693.0,82.46,17.54,64.92,Castillo
220302,TACNA,JORGE BASADRE,ITE,24.0,5.0,8.0,4.0,34.0,274.0,91.0,60.0,98.0,15.0,78.0,11.0,80.0,4.0,15.0,876.0,3.0,24.0,218.0,63.0,0.0,1704.0,218.0,63.0,1.41,0.29,0.47,0.23,2.0,16.08,5.34,3.52,5.75,0.88,4.58,0.65,4.69,0.23,0.88,51.41,0.18,1.41,1636.0,340.0,8.0,49.0,1976.0,82.79,17.21,65.58,Castillo
220303,TACNA,JORGE BASADRE,ILABAYA,18.0,5.0,15.0,6.0,39.0,294.0,113.0,66.0,141.0,19.0,85.0,19.0,123.0,6.0,14.0,1241.0,2.0,33.0,256.0,91.0,0.0,2239.0,256.0,91.0,0.8,0.22,0.67,0.27,1.74,13.13,5.05,2.95,6.3,0.85,3.8,0.85,5.49,0.27,0.63,55.43,0.09,1.47,2120.0,450.0,5.0,76.0,2570.0,82.49,17.51,64.98,Castillo
220401,TACNA,CANDARAVE,CANDARAVE,37.0,6.0,5.0,2.0,10.0,136.0,17.0,11.0,41.0,2.0,57.0,4.0,34.0,6.0,9.0,792.0,1.0,9.0,186.0,77.0,0.0,1179.0,186.0,77.0,3.14,0.51,0.42,0.17,0.85,11.54,1.44,0.93,3.48,0.17,4.83,0.34,2.88,0.51,0.76,67.18,0.08,0.76,1336.0,148.0,5.0,35.0,1484.0,90.03,9.97,80.06,Castillo
220402,TACNA,CANDARAVE,CAIRANI,12.0,2.0,0.0,0.0,5.0,88.0,14.0,8.0,31.0,1.0,9.0,4.0,17.0,2.0,1.0,355.0,0.0,8.0,113.0,26.0,0.0,557.0,113.0,26.0,2.15,0.36,0.0,0.0,0.9,15.8,2.51,1.44,5.57,0.18,1.62,0.72,3.05,0.36,0.18,63.73,0.0,1.44,601.0,57.0,3.0,13.0,658.0,91.34,8.66,82.68,Castillo
220403,TACNA,CANDARAVE,CURIBAYA,3.0,2.0,7.0,1.0,6.0,46.0,5.0,3.0,33.0,0.0,4.0,1.0,12.0,0.0,2.0,86.0,0.0,2.0,15.0,0.0,0.0,213.0,15.0,0.0,1.41,0.94,3.29,0.47,2.82,21.6,2.35,1.41,15.49,0.0,1.88,0.47,5.63,0.0,0.94,40.38,0.0,0.94,187.0,48.0,0.0,3.0,235.0,79.57,20.43,59.14,Castillo
220404,TACNA,CANDARAVE,HUANUARA,9.0,5.0,3.0,0.0,3.0,57.0,11.0,1.0,17.0,4.0,25.0,2.0,14.0,2.0,1.0,224.0,0.0,8.0,48.0,25.0,0.0,386.0,48.0,25.0,2.33,1.3,0.78,0.0,0.78,14.77,2.85,0.26,4.4,1.04,6.48,0.52,3.63,0.52,0.26,58.03,0.0,2.07,376.0,65.0,0.0,7.0,441.0,85.26,14.74,70.52,Castillo
220405,TACNA,CANDARAVE,QUILAHUANI,8.0,1.0,2.0,0.0,1.0,42.0,8.0,5.0,14.0,1.0,6.0,1.0,9.0,3.0,1.0,196.0,1.0,2.0,49.0,204.0,0.0,301.0,49.0,204.0,2.66,0.33,0.66,0.0,0.33,13.95,2.66,1.66,4.65,0.33,1.99,0.33,2.99,1.0,0.33,65.12,0.33,0.66,531.0,32.0,1.0,20.0,563.0,94.32,5.68,88.64,Castillo
220406,TACNA,CANDARAVE,CAMILACA,10.0,6.0,2.0,1.0,2.0,69.0,8.0,9.0,23.0,0.0,26.0,5.0,9.0,6.0,4.0,418.0,0.0,5.0,115.0,21.0,0.0,603.0,115.0,21.0,1.66,1.0,0.33,0.17,0.33,11.44,1.33,1.49,3.81,0.0,4.31,0.83,1.49,1.0,0.66,69.32,0.0,0.83,694.0,50.0,3.0,13.0,744.0,93.28,6.72,86.56,Castillo
230101,TUMBES,TUMBES,TUMBES,477.0,338.0,671.0,118.0,2052.0,3506.0,3850.0,2579.0,2779.0,414.0,13204.0,202.0,4697.0,148.0,753.0,2992.0,190.0,5354.0,6993.0,5462.0,0.0,44324.0,6993.0,5462.0,1.08,0.76,1.51,0.27,4.63,7.91,8.69,5.82,6.27,0.93,29.79,0.46,10.6,0.33,1.7,6.75,0.43,12.08,18943.0,35298.0,299.0,4773.0,54241.0,34.92,65.08,-30.16,Fujimori
230102,TUMBES,TUMBES,CORRALES,211.0,43.0,134.0,20.0,388.0,836.0,888.0,825.0,590.0,53.0,3477.0,61.0,773.0,23.0,210.0,952.0,55.0,1226.0,1536.0,949.0,0.0,10765.0,1536.0,949.0,1.96,0.4,1.24,0.19,3.6,7.77,8.25,7.66,5.48,0.49,32.3,0.57,7.18,0.21,1.95,8.84,0.51,11.39,5973.0,7162.0,122.0,735.0,13135.0,45.47,54.53,-9.06,Fujimori
230103,TUMBES,TUMBES,LA CRUZ,49.0,21.0,50.0,13.0,202.0,283.0,296.0,242.0,177.0,31.0,1599.0,9.0,352.0,11.0,73.0,259.0,14.0,558.0,601.0,373.0,0.0,4239.0,601.0,373.0,1.16,0.5,1.18,0.31,4.77,6.68,6.98,5.71,4.18,0.73,37.72,0.21,8.3,0.26,1.72,6.11,0.33,13.16,1841.0,3129.0,44.0,401.0,4970.0,37.04,62.96,-25.92,Fujimori
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,34.0,19.0,71.0,3.0,77.0,206.0,213.0,98.0,297.0,21.0,1553.0,8.0,222.0,6.0,25.0,289.0,5.0,196.0,729.0,397.0,0.0,3343.0,729.0,397.0,1.02,0.57,2.12,0.09,2.3,6.16,6.37,2.93,8.88,0.63,46.46,0.24,6.64,0.18,0.75,8.64,0.15,5.86,1464.0,2715.0,47.0,403.0,4179.0,35.03,64.97,-29.94,Fujimori
230105,TUMBES,TUMBES,SAN JACINTO,74.0,17.0,65.0,5.0,140.0,431.0,251.0,229.0,215.0,15.0,1497.0,13.0,324.0,10.0,68.0,443.0,8.0,395.0,808.0,491.0,0.0,4200.0,808.0,491.0,1.76,0.4,1.55,0.12,3.33,10.26,5.98,5.45,5.12,0.36,35.64,0.31,7.71,0.24,1.62,10.55,0.19,9.4,2219.0,3256.0,49.0,291.0,5475.0,40.53,59.47,-18.94,Fujimori
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,29.0,9.0,25.0,4.0,55.0,227.0,104.0,107.0,137.0,19.0,810.0,10.0,133.0,12.0,40.0,147.0,8.0,245.0,355.0,559.0,0.0,2121.0,355.0,559.0,1.37,0.42,1.18,0.19,2.59,10.7,4.9,5.04,6.46,0.9,38.19,0.47,6.27,0.57,1.89,6.93,0.38,11.55,1045.0,1976.0,22.0,141.0,3021.0,34.59,65.41,-30.82,Fujimori
230201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,28.0,4.0,38.0,15.0,205.0,300.0,302.0,242.0,216.0,36.0,2152.0,15.0,453.0,9.0,74.0,308.0,1.0,673.0,739.0,414.0,0.0,5071.0,739.0,414.0,0.55,0.08,0.75,0.3,4.04,5.92,5.96,4.77,4.26,0.71,42.44,0.3,8.93,0.18,1.46,6.07,0.02,13.27,1711.0,4701.0,33.0,312.0,6412.0,26.68,73.32,-46.64,Fujimori
230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,8.0,5.0,19.0,1.0,85.0,166.0,58.0,28.0,70.0,10.0,615.0,3.0,81.0,1.0,12.0,108.0,3.0,159.0,313.0,72.0,0.0,1432.0,313.0,72.0,0.56,0.35,1.33,0.07,5.94,11.59,4.05,1.96,4.89,0.7,42.95,0.21,5.66,0.07,0.84,7.54,0.21,11.1,695.0,1249.0,11.0,66.0,1944.0,35.75,64.25,-28.5,Fujimori
230203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,6.0,5.0,10.0,8.0,108.0,96.0,97.0,75.0,48.0,9.0,1322.0,6.0,207.0,2.0,22.0,205.0,1.0,294.0,397.0,159.0,0.0,2521.0,397.0,159.0,0.24,0.2,0.4,0.32,4.28,3.81,3.85,2.98,1.9,0.36,52.44,0.24,8.21,0.08,0.87,8.13,0.04,11.66,753.0,2461.0,39.0,131.0,3214.0,23.43,76.57,-53.14,Fujimori
230301,TUMBES,ZARUMILLA,ZARUMILLA,28.0,30.0,70.0,9.0,233.0,476.0,541.0,422.0,316.0,52.0,4174.0,34.0,717.0,14.0,54.0,488.0,122.0,759.0,1434.0,812.0,0.0,8539.0,1434.0,812.0,0.33,0.35,0.82,0.11,2.73,5.57,6.34,4.94,3.7,0.61,48.88,0.4,8.4,0.16,0.63,5.71,1.43,8.89,2496.0,7871.0,59.0,935.0,10367.0,24.08,75.92,-51.84,Fujimori
230302,TUMBES,ZARUMILLA,MATAPALO,18.0,11.0,7.0,2.0,36.0,115.0,83.0,26.0,36.0,1.0,329.0,4.0,52.0,21.0,18.0,636.0,7.0,69.0,334.0,154.0,0.0,1471.0,334.0,154.0,1.22,0.75,0.48,0.14,2.45,7.82,5.64,1.77,2.45,0.07,22.37,0.27,3.54,1.43,1.22,43.24,0.48,4.69,1160.0,749.0,22.0,111.0,1909.0,60.76,39.24,21.52,Castillo
230303,TUMBES,ZARUMILLA,PAPAYAL,26.0,17.0,32.0,2.0,74.0,157.0,105.0,79.0,112.0,12.0,1652.0,7.0,151.0,3.0,29.0,167.0,24.0,320.0,496.0,212.0,0.0,2969.0,496.0,212.0,0.88,0.57,1.08,0.07,2.49,5.29,3.54,2.66,3.77,0.4,55.64,0.24,5.09,0.1,0.98,5.62,0.81,10.78,988.0,2649.0,29.0,153.0,3637.0,27.17,72.83,-45.66,Fujimori
230304,TUMBES,ZARUMILLA,AGUAS VERDES,39.0,35.0,57.0,14.0,174.0,247.0,335.0,249.0,249.0,23.0,4019.0,23.0,637.0,14.0,60.0,619.0,20.0,432.0,1421.0,641.0,0.0,7246.0,1421.0,641.0,0.54,0.48,0.79,0.19,2.4,3.41,4.62,3.44,3.44,0.32,55.47,0.32,8.79,0.19,0.83,8.54,0.28,5.96,2176.0,6848.0,76.0,568.0,9024.0,24.11,75.89,-51.78,Fujimori
240101,CALLAO,CALLAO,CALLAO,1942.0,817.0,7565.0,1390.0,20961.0,17834.0,37752.0,24442.0,18036.0,11129.0,35454.0,1128.0,36013.0,940.0,4395.0,10933.0,1136.0,11798.0,26198.0,18280.0,0.0,243665.0,26198.0,18280.0,0.8,0.34,3.1,0.57,8.6,7.32,15.49,10.03,7.4,4.57,14.55,0.46,14.78,0.39,1.8,4.49,0.47,4.84,86812.0,194821.0,1297.0,20786.0,281633.0,30.82,69.18,-38.36,Fujimori
240102,CALLAO,CALLAO,BELLAVISTA,253.0,119.0,2116.0,197.0,3778.0,2931.0,9749.0,3371.0,3788.0,3331.0,5253.0,111.0,7414.0,118.0,740.0,992.0,161.0,1705.0,3425.0,3218.0,0.0,46127.0,3425.0,3218.0,0.55,0.26,4.59,0.43,8.19,6.35,21.14,7.31,8.21,7.22,11.39,0.24,16.07,0.26,1.6,2.15,0.35,3.7,11662.0,42168.0,192.0,3662.0,53830.0,21.66,78.34,-56.68,Fujimori
240103,CALLAO,CALLAO,LA PUNTA,16.0,1.0,173.0,11.0,266.0,222.0,1135.0,119.0,306.0,248.0,319.0,2.0,1067.0,5.0,44.0,35.0,1.0,43.0,253.0,347.0,0.0,4013.0,253.0,347.0,0.4,0.02,4.31,0.27,6.63,5.53,28.28,2.97,7.63,6.18,7.95,0.05,26.59,0.12,1.1,0.87,0.02,1.07,598.0,4406.0,13.0,220.0,5004.0,11.95,88.05,-76.1,Fujimori
240104,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,203.0,117.0,866.0,141.0,2640.0,1817.0,4672.0,2724.0,2453.0,1225.0,4383.0,172.0,4552.0,128.0,516.0,1186.0,132.0,1371.0,2986.0,2147.0,0.0,29298.0,2986.0,2147.0,0.69,0.4,2.96,0.48,9.01,6.2,15.95,9.3,8.37,4.18,14.96,0.59,15.54,0.44,1.76,4.05,0.45,4.68,10828.0,22932.0,144.0,2153.0,33760.0,32.07,67.93,-35.86,Fujimori
240105,CALLAO,CALLAO,LA PERLA,210.0,77.0,1791.0,195.0,3137.0,2450.0,7275.0,2672.0,3058.0,2719.0,3867.0,78.0,6293.0,87.0,566.0,636.0,90.0,1271.0,2617.0,2040.0,0.0,36472.0,2617.0,2040.0,0.58,0.21,4.91,0.53,8.6,6.72,19.95,7.33,8.38,7.46,10.6,0.21,17.25,0.24,1.55,1.74,0.25,3.48,8748.0,33316.0,151.0,3169.0,42064.0,20.8,79.2,-58.4,Fujimori
240106,CALLAO,CALLAO,VENTANILLA,1638.0,514.0,3083.0,741.0,11440.0,8534.0,15988.0,12775.0,9207.0,2855.0,26814.0,982.0,20251.0,682.0,2770.0,18091.0,590.0,8513.0,18066.0,11292.0,0.0,145468.0,18066.0,11292.0,1.13,0.35,2.12,0.51,7.86,5.87,10.99,8.78,6.33,1.96,18.43,0.68,13.92,0.47,1.9,12.44,0.41,5.85,70845.0,99394.0,1042.0,11293.0,170239.0,41.62,58.38,-16.76,Fujimori
240107,CALLAO,CALLAO,MI PERU,213.0,90.0,500.0,106.0,1949.0,1177.0,2349.0,2138.0,1385.0,440.0,3609.0,96.0,2476.0,86.0,415.0,1877.0,102.0,1216.0,2918.0,1186.0,0.0,20224.0,2918.0,1186.0,1.05,0.45,2.47,0.52,9.64,5.82,11.61,10.57,6.85,2.18,17.85,0.47,12.24,0.43,2.05,9.28,0.5,6.01,9010.0,13823.0,143.0,2091.0,22833.0,39.46,60.54,-21.08,Fujimori
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,958.0,251.0,992.0,241.0,5022.0,5360.0,5929.0,8191.0,4967.0,804.0,13784.0,669.0,7259.0,264.0,1252.0,7017.0,315.0,6955.0,14074.0,5708.0,0.0,70230.0,14074.0,5708.0,1.36,0.36,1.41,0.34,7.15,7.63,8.44,11.66,7.07,1.14,19.63,0.95,10.34,0.38,1.78,9.99,0.45,9.9,37018.0,51130.0,622.0,5644.0,88148.0,42.0,58.0,-16.0,Fujimori
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,667.0,149.0,490.0,140.0,2753.0,2595.0,2717.0,4923.0,2758.0,327.0,8649.0,472.0,3513.0,153.0,998.0,4547.0,149.0,4336.0,9228.0,3003.0,0.0,40336.0,9228.0,3003.0,1.65,0.37,1.21,0.35,6.83,6.43,6.74,12.2,6.84,0.81,21.44,1.17,8.71,0.38,2.47,11.27,0.37,10.75,22425.0,28286.0,392.0,3446.0,50711.0,44.22,55.78,-11.56,Fujimori
250103,UCAYALI,CORONEL PORTILLO,MASISEA,58.0,13.0,27.0,6.0,260.0,288.0,19.0,78.0,355.0,10.0,619.0,33.0,48.0,36.0,27.0,310.0,3.0,369.0,1483.0,337.0,0.0,2559.0,1483.0,337.0,2.27,0.51,1.06,0.23,10.16,11.25,0.74,3.05,13.87,0.39,24.19,1.29,1.88,1.41,1.06,12.11,0.12,14.42,3013.0,1617.0,51.0,134.0,4630.0,65.08,34.92,30.16,Castillo
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,131.0,25.0,65.0,17.0,502.0,515.0,141.0,410.0,525.0,17.0,1524.0,126.0,316.0,41.0,112.0,1081.0,23.0,579.0,2058.0,587.0,0.0,6150.0,2058.0,587.0,2.13,0.41,1.06,0.28,8.16,8.37,2.29,6.67,8.54,0.28,24.78,2.05,5.14,0.67,1.82,17.58,0.37,9.41,4846.0,3843.0,82.0,533.0,8689.0,55.77,44.23,11.54,Castillo
250105,UCAYALI,CORONEL PORTILLO,IPARIA,152.0,17.0,31.0,12.0,64.0,190.0,23.0,61.0,343.0,16.0,344.0,33.0,59.0,22.0,68.0,427.0,7.0,280.0,1733.0,317.0,0.0,2149.0,1733.0,317.0,7.07,0.79,1.44,0.56,2.98,8.84,1.07,2.84,15.96,0.74,16.01,1.54,2.75,1.02,3.16,19.87,0.33,13.03,3231.0,897.0,77.0,264.0,4128.0,78.27,21.73,56.54,Castillo
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,82.0,13.0,26.0,7.0,162.0,114.0,58.0,103.0,206.0,3.0,452.0,28.0,78.0,15.0,35.0,414.0,7.0,152.0,757.0,185.0,0.0,1955.0,757.0,185.0,4.19,0.66,1.33,0.36,8.29,5.83,2.97,5.27,10.54,0.15,23.12,1.43,3.99,0.77,1.79,21.18,0.36,7.77,1897.0,1162.0,23.0,117.0,3059.0,62.01,37.99,24.02,Castillo
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,482.0,136.0,354.0,105.0,2189.0,1835.0,1405.0,3749.0,2242.0,220.0,8009.0,380.0,1932.0,128.0,505.0,2985.0,125.0,3593.0,8254.0,2692.0,0.0,30374.0,8254.0,2692.0,1.59,0.45,1.17,0.35,7.21,6.04,4.63,12.34,7.38,0.72,26.37,1.25,6.36,0.42,1.66,9.83,0.41,11.83,16972.0,22349.0,344.0,2459.0,39321.0,43.16,56.84,-13.68,Fujimori
250201,UCAYALI,PADRE ABAD,PADRE ABAD,132.0,48.0,86.0,21.0,369.0,821.0,322.0,259.0,1522.0,62.0,1410.0,350.0,653.0,60.0,146.0,3516.0,50.0,847.0,3910.0,1242.0,0.0,10674.0,3910.0,1242.0,1.24,0.45,0.81,0.2,3.46,7.69,3.02,2.43,14.26,0.58,13.21,3.28,6.12,0.56,1.37,32.94,0.47,7.94,11400.0,4413.0,123.0,748.0,15813.0,72.09,27.91,44.18,Castillo
250202,UCAYALI,PADRE ABAD,IRAZOLA,70.0,15.0,20.0,11.0,83.0,290.0,101.0,74.0,334.0,14.0,990.0,112.0,284.0,26.0,55.0,1659.0,12.0,156.0,1550.0,679.0,0.0,4306.0,1550.0,679.0,1.63,0.35,0.46,0.26,1.93,6.73,2.35,1.72,7.76,0.33,22.99,2.6,6.6,0.6,1.28,38.53,0.28,3.62,4332.0,2127.0,64.0,363.0,6459.0,67.07,32.93,34.14,Castillo
250203,UCAYALI,PADRE ABAD,CURIMANA,80.0,33.0,38.0,11.0,110.0,270.0,55.0,66.0,336.0,12.0,592.0,49.0,115.0,27.0,32.0,1223.0,14.0,206.0,1183.0,286.0,0.0,3269.0,1183.0,286.0,2.45,1.01,1.16,0.34,3.36,8.26,1.68,2.02,10.28,0.37,18.11,1.5,3.52,0.83,0.98,37.41,0.43,6.3,2943.0,1702.0,48.0,496.0,4645.0,63.36,36.64,26.72,Castillo
