ubigeo,departamento,provincia,distrito,DQ1_bad_total_pop,DQ4_density_broken,DQ3_education_outlier,DQ2_pobreza_idh_outlier,total_pop_raw,pob_densidad_2020,recomputed_density_raw,recomputed_density_fixed,density_ratio_csv_over_2017,pct_superior_cualquiera,pct_pobreza_total,idh_2019,pobreza_idh_resid_z
180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,False,False,True,False,3158.0,11.2152888605171,12.599744653686564,12.599744653686564,0.8901203293223577,35.37,7.46908,0.6170703789222949,-0.6689407356134349
180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,False,False,True,False,518.0,2.88456576706744,2.6729965426492597,2.6729965426492597,1.0791505791505775,27.83,10.066104,0.600810018002976,-0.5680820979441421
180301,MOQUEGUA,ILO,ILO,False,False,True,False,66479.0,263.794795438395,224.9636222124463,224.9636222124463,1.1726108996826081,34.85,6.166155,0.683156965418919,-0.19678163095356135
180302,MOQUEGUA,ILO,EL ALGARROBAL,False,True,False,False,3717.0,2.38420348058902,4.975903614457831,4.975903614457831,0.4791498520312074,21.75,8.885689,0.6517746110814149,-0.22070675328295586
180303,MOQUEGUA,ILO,PACOCHA,False,False,True,False,4453.0,17.3035967818268,13.171438712730716,13.171438712730716,1.3137210869077036,55.76,1.030027,0.767960750319566,0.07883494222820775
190101,PASCO,PASCO,CHAUPIMARCA,False,False,True,False,25627.0,5233.63363363363,3847.897897897898,3847.897897897898,1.3601279900105347,32.83,24.613999,0.58052535988934,0.6358327729382459
190103,PASCO,PASCO,HUARIACA,False,False,True,False,6925.0,59.292101901255,52.04027955211543,52.04027955211543,1.1393501805054156,26.36,37.810039,0.4981285444456169,1.150353076659289
190104,PASCO,PASCO,HUAYLLAY,False,False,True,False,9577.0,8.35256653714687,9.326399641629418,9.326399641629418,0.8955831680066834,30.0,22.799318,0.6322308583295408,0.9294245260015239
190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,False,False,True,False,4459.0,60.2548853016143,37.88445199660153,37.88445199660153,1.5904911415115506,25.97,46.581661,0.572005963358034,2.6533053026061793
190109,PASCO,PASCO,SIMON BOLIVAR,False,False,True,False,12663.0,21.0284730689235,18.163953238184035,18.163953238184035,1.1577035457632487,32.33,26.906065,0.607204372574035,1.0951100405731649
190111,PASCO,PASCO,TINYAHUARCO,False,False,True,False,6755.0,78.3892475394222,71.48904645994286,71.48904645994286,1.0965210954848266,35.16,19.343028,0.630841139265334,0.587367648154854
190113,PASCO,PASCO,YANACANCHA,False,False,True,False,29192.0,177.627036521107,176.8033432257283,176.8033432257283,1.0046588106330494,37.93,18.662036,0.619342160445824,0.4186743516031953
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,False,True,False,False,21217.0,19.8380108181586,60.08609215258701,60.08609215258701,0.3301597775368801,13.63,72.150849,0.294734456663033,2.588872216219245
190301,PASCO,OXAPAMPA,OXAPAMPA,False,False,True,False,15677.0,44.5468619745147,37.33952602119805,37.33952602119805,1.1930216240352105,28.78,21.28484,0.534194488270169,-0.09966082401457399
200101,PIURA,PIURA,PIURA,False,False,True,False,158495.0,1098.53683405557,808.0295692072393,808.0295692072393,1.3595255370831891,43.23,9.786115,0.658204022379417,-0.07684175595088572
200104,PIURA,PIURA,CASTILLA,False,False,True,False,160201.0,251.893587537499,243.952245351688,243.952245351688,1.0325528554753105,30.88,16.25051,0.622081298724793,0.2134827509934456
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,False,False,True,False,165779.0,1812.41494236912,2302.16636578253,2302.16636578253,0.7872649732475182,29.6,16.25051,0.5997462042553469,0.011926795835498919
200601,PIURA,SULLANA,SULLANA,False,False,True,False,169335.0,365.448435995696,319.66284711079226,319.66284711079226,1.1432308737118733,25.61,19.42544,0.565700069631214,0.007379782705891206
200701,PIURA,TALARA,PARIÑAS,False,False,True,False,98309.0,96.2407899802147,88.01242625269698,88.01242625269698,1.093490931654274,27.09,15.54041,0.5901150530410089,-0.14268598336447083
200703,PIURA,TALARA,LA BREA,False,False,True,False,12486.0,20.390787347033,18.018356037866543,18.018356037866543,1.1316674675636704,28.4,15.54041,0.587664739911619,-0.16479805474638587
200704,PIURA,TALARA,LOBITOS,False,False,True,False,1312.0,6.59628342131239,5.630659628342132,5.630659628342132,1.1714939024390243,27.49,8.565665,0.592187261476462,-0.7889442851754724
210101,PUNO,PUNO,PUNO,False,False,True,False,135288.0,316.612031348371,293.70210364066605,293.70210364066605,1.0780039619182789,45.76,12.829234,0.648890196056748,0.12923348170016324
210310,PUNO,CARABAYA,USICAYOS,False,True,False,False,8992.0,5.5819514315881,13.961865722625925,13.961865722625925,0.3997998220640569,2.97,48.14547,0.198206254444315,-0.5708408299307118
210405,PUNO,CHUCUITO,PISACOMA,False,True,False,False,8223.0,2.94056330393812,8.571517918569016,8.571517918569016,0.343062142770278,5.87,47.907451,0.2696974815108579,0.05161675000122131
210801,PUNO,MELGAR,AYAVIRI,False,False,True,False,24452.0,27.5342006040626,24.134867836626725,24.134867836626725,1.1408473744478973,26.55,32.781609,0.532461327945767,0.9807778654050039
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,False,True,False,False,12615.0,5.26203754949125,13.42649750947252,13.42649750947252,0.3919143876337692,12.5,15.526519,0.6184115616858868,0.11134251741502903
211101,PUNO,SAN ROMAN,JULIACA,False,False,True,False,228726.0,518.457357075914,428.72727272727275,428.72727272727275,1.2092940898717248,31.9,21.666747,0.5759734352119,0.3137702448541752
211105,PUNO,SAN ROMAN,SAN MIGUEL,False,True,False,False,62463.0,234.35960591133,512.832512315271,512.832512315271,0.45699053839873194,23.22,24.372846,0.522567996747131,0.08982393932403406
220503,SAN MARTIN,LAMAS,BARRANQUITA,False,False,False,True,6429.0,7.200127685143461,6.035939612438035,6.035939612438035,1.1928760304868569,4.63,14.9795,0.272188236128436,-3.065191450327064
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,False,False,True,False,76122.0,1340.36277835128,1122.5777908863,1122.5777908863,1.19400436141983,36.81,6.9122,0.672935430319677,-0.2178961795109921
220910,SAN MARTIN,SAN MARTIN,MORALES,False,False,True,False,33067.0,716.716010020497,753.0630835800501,753.0630835800501,0.951734357516558,32.95,6.439383,0.6574135384298289,-0.40304598575341893
230101,TACNA,TACNA,TACNA,False,False,True,False,92972.0,69.7445920182343,49.511657382653986,49.511657382653986,1.408649916103773,44.7,7.691274,0.6966125262955098,0.07004560381377983
230102,TACNA,TACNA,ALTO DE LA ALIANZA,False,False,True,False,34061.0,104.356488960689,91.70974690360798,91.70974690360798,1.1378996506268135,29.93,15.074157,0.6032564872134049,-0.06854692279718197
230103,TACNA,TACNA,CALANA,False,False,True,False,2979.0,40.9761948699022,27.48662114781325,27.48662114781325,1.4907687143336692,32.13,7.304348,0.5641024368795589,-1.1626382998367373
230107,TACNA,TACNA,PALCA,False,False,True,False,1980.0,1.38518612556952,1.3964707375904533,1.3964707375904533,0.9919191919191916,27.39,34.195333,0.520059787592911,1.0036457380828252
230108,TACNA,TACNA,POCOLLAY,False,False,True,False,18627.0,67.2162619988707,70.11857707509883,70.11857707509883,0.9586084715735224,34.01,13.404542,0.645953766013973,0.15758332100239814
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,False,False,True,False,110417.0,555.837860871418,588.1378502183871,588.1378502183871,0.9450809205104288,26.31,18.736677,0.5789680719290499,0.061447357120997345
230204,TACNA,CANDARAVE,CURIBAYA,False,False,True,False,377.0,3.1107260985982,2.968971491573476,2.968971491573476,1.0477453580901843,31.61,16.581602,0.573942024714258,-0.18936916260698186
230302,TACNA,JORGE BASADRE,ILABAYA,False,False,True,False,5695.0,4.31531685546928,5.124213822330595,5.124213822330595,0.8421422300263394,45.08,5.539457,0.7366145522948488,0.22588121842600362
240101,TUMBES,TUMBES,TUMBES,False,False,True,False,102306.0,724.712280257999,646.9330972555964,646.9330972555964,1.1202275526362087,28.2,8.706752,0.602511104363448,-0.6823290957028416
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,False,False,True,False,149999.0,18.120798328343895,14.305496876135507,14.305496876135507,1.2667017780118557,25.61,6.229848,0.5634769861561199,-1.270723169457557
250401,UCAYALI,PURUS,PURUS,True,False,True,False,29381884.0,0.2799791122247269,1646.250509867905,0.31891957310048996,0.8778988053408276,26.33,31.928338,0.348423801441106,-0.7613594060479193
