ubigeo,imputed,n_parents,parent_ubigeos,cvr_deaths,cvr_events,cvr_guerr_8088,cvr_guerr_8900,cvr_state_8088,cvr_state_8900,emergency_zone_1990,guerrilla_presence,marxist_vote_1980,colonial_mita_zone,prior_social_movements,illiteracy_1972,population_1972_thousands
050902,False,1,050902,8.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.17977528274059296,1.0,0.0,0.5179283022880554,0.753000020980835
050903,False,1,050903,19.0,2.0,5.0,0.0,14.0,0.0,1.0,0.0,0.04026845470070839,1.0,0.0,0.3860640227794647,1.062000036239624
050904,False,1,050904,24.0,8.0,19.0,0.0,1.0,1.0,1.0,1.0,0.375,1.0,0.0,0.47681042551994324,1.2289999723434448
050905,False,1,050905,22.0,1.0,9.0,6.0,0.0,7.0,1.0,0.0,0.125,1.0,0.0,0.459554523229599,0.8529999852180481
050906,False,1,050906,47.0,7.0,40.0,0.0,5.0,0.0,1.0,1.0,0.2210526317358017,1.0,0.0,0.53864985704422,2.8589999675750732
050907,False,1,050907,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0882352963089943,1.0,0.0,0.4856909215450287,1.2230000495910645
050908,False,1,050908,6.0,8.0,1.0,1.0,4.0,0.0,1.0,1.0,0.2982456088066101,1.0,0.0,0.4878957271575928,1.0740000009536743
050909,False,1,050909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2666666805744171,1.0,0.0,0.5587431788444519,1.4639999866485596
050910,False,1,050910,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.16260161995887756,1.0,0.0,0.5199686884880066,1.2769999504089355
050911,False,1,050911,75.0,10.0,69.0,0.0,5.0,0.0,1.0,1.0,0.05487804859876633,1.0,0.0,0.4223301112651825,1.2359999418258667
051001,False,1,051001,43.0,42.0,8.0,2.0,20.0,7.0,1.0,1.0,0.17447495460510254,1.0,0.0,0.3805581033229828,3.260999917984009
051002,False,1,051002,7.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.13297872245311737,1.0,0.0,0.6225626468658447,2.871999979019165
051003,False,1,051003,21.0,14.0,7.0,3.0,10.0,0.0,1.0,1.0,0.20350109040737152,1.0,0.0,0.5402951240539551,2.6429998874664307
051005,False,1,051005,66.0,17.0,62.0,0.0,4.0,0.0,1.0,1.0,0.38954469561576843,1.0,0.0,0.43315789103507996,3.799999952316284
051006,False,1,051006,169.0,69.0,41.0,0.0,121.0,5.0,1.0,1.0,0.2176991105079651,1.0,0.0,0.5154827237129211,2.744999885559082
051007,False,1,051007,61.0,25.0,18.0,12.0,26.0,4.0,1.0,1.0,0.17316018044948578,1.0,0.0,0.4309868812561035,2.8980000019073486
051008,False,1,051008,107.0,23.0,32.0,24.0,50.0,0.0,1.0,1.0,0.16603773832321167,1.0,0.0,0.47866418957710266,1.6169999837875366
051009,False,1,051009,98.0,38.0,36.0,8.0,41.0,8.0,1.0,1.0,0.16489361226558685,1.0,0.0,0.5337243676185608,3.069000005722046
051010,False,1,051010,223.0,80.0,119.0,2.0,77.0,0.0,1.0,1.0,0.28032785654067993,1.0,0.0,0.5012198090553284,4.508999824523926
051011,False,1,051011,15.0,5.0,6.0,0.0,0.0,7.0,1.0,0.0,0.27848100662231445,1.0,0.0,0.5989927649497986,3.177000045776367
051012,False,1,051012,59.0,33.0,23.0,0.0,30.0,0.0,1.0,1.0,0.08371040970087051,1.0,0.0,0.5166716575622559,3.3289999961853027
051101,False,1,051101,432.0,266.0,156.0,65.0,130.0,49.0,1.0,1.0,0.059382423758506775,1.0,1.0,0.5508867502212524,13.58899974822998
051102,False,1,051102,192.0,39.0,37.0,7.0,135.0,12.0,1.0,1.0,0.18367347121238708,1.0,1.0,0.5353203415870667,4.261000156402588
051104,False,1,051104,223.0,52.0,79.0,56.0,59.0,8.0,1.0,1.0,0.08252426981925964,1.0,3.0,0.5415375828742981,3.5510001182556152
051105,False,1,051105,145.0,48.0,57.0,13.0,59.0,13.0,1.0,1.0,0.09046454727649689,1.0,1.0,0.5294886231422424,5.357999801635742
051108,False,1,051108,308.0,110.0,53.0,67.0,141.0,18.0,1.0,1.0,0.08944544196128845,1.0,3.0,0.53364098072052,6.7179999351501465
060101,False,1,060101,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17981624603271484,0.0,0.0,0.30395278334617615,62.51300048828125
060102,False,1,060102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05095541477203369,0.0,0.0,0.4405493438243866,8.300999641418457
060103,False,1,060103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13975903391838074,0.0,0.0,0.6460027098655701,2.9519999027252197
060104,False,1,060104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12569832801818848,0.0,0.0,0.4218653440475464,6.47599983215332
060105,False,1,060105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054224465042352676,0.0,0.0,0.5261151194572449,15.73799991607666
060106,False,1,060106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425335168838501,0.0,0.0,0.4119330942630768,11.178999900817871
060107,False,1,060107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10843373835086823,0.0,0.0,0.47600123286247253,3.2709999084472656
060108,False,1,060108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07234042882919312,0.0,0.0,0.5324845910072327,17.516000747680664
060109,False,1,060109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901525691151619,0.0,0.0,0.42961791157722473,5.051000118255615
060110,False,1,060110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03979460895061493,0.0,0.0,0.3872598707675934,3.9560000896453857
060111,False,1,060111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07728894054889679,0.0,0.0,0.4431295096874237,7.605000019073486
060112,False,1,060112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06148282065987587,0.0,0.0,0.4101976454257965,3.490999937057495
060201,False,1,060201,7.0,21.0,0.0,7.0,0.0,0.0,0.0,1.0,0.08594676852226257,0.0,0.0,0.3155680298805237,21.389999389648438
060202,False,1,060202,24.0,14.0,5.0,10.0,1.0,4.0,0.0,1.0,0.008978676050901413,0.0,0.0,0.4092530608177185,18.783000946044922
060203,False,1,060203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039175257086753845,0.0,0.0,0.43647539615631104,8.295999526977539
060204,False,1,060204,4.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.08458646386861801,0.0,0.0,0.4568334221839905,6.556000232696533
060301,False,1,060301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12271062284708023,0.0,0.0,0.2545420229434967,15.85200023651123
060302,False,1,060302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05806451663374901,0.0,0.0,0.3767550587654114,2.563999891281128
060303,False,1,060303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.47934412956237793,4.696000099182129
060304,False,1,060304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018539976328611374,0.0,0.0,0.4894079267978668,11.045999526977539
060305,False,1,060305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05882352963089943,0.0,0.0,0.24100995063781738,1.3070000410079956
060306,False,1,060306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09381663054227829,0.0,0.0,0.24954262375831604,2.7330000400543213
060307,False,1,060307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352480411529541,0.0,0.0,0.40620940923690796,8.470999717712402
060308,False,1,060308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056441716849803925,0.0,0.0,0.3308698236942291,3.5179998874664307
060309,False,1,060309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03252032399177551,0.0,0.0,0.45074909925460815,8.47700023651123
060310,False,1,060310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08431163430213928,0.0,0.0,0.2963525950908661,5.263999938964844
060311,False,1,060311,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18705035746097565,0.0,0.0,0.3357894718647003,0.949999988079071
060401,False,1,060401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078552186489105,0.0,0.0,0.49047109484672546,33.582000732421875
060402,False,1,060402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028340080752968788,0.0,0.0,0.419032484292984,4.4029998779296875
060403,False,1,060403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064462810754776,0.0,0.0,0.4797968566417694,4.5289998054504395
060404,False,1,060404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03710247203707695,0.0,0.0,0.44525882601737976,4.366000175476074
060405,False,1,060405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09627329558134079,0.0,0.0,0.415605753660202,2.434999942779541
060407,False,1,060407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05473203957080841,0.0,0.0,0.426652729511261,6.701000213623047
060408,False,1,060408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04904051125049591,0.0,0.0,0.4901045560836792,5.355999946594238
060409,False,1,060409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204081982374191,0.0,0.0,0.41720661520957947,11.112000465393066
060410,False,1,060410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14256055653095245,0.0,0.0,0.4841480255126953,9.430999755859375
060411,False,1,060411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07246376574039459,0.0,0.0,0.2882431447505951,11.97599983215332
060413,False,1,060413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06678539514541626,0.0,0.0,0.4794781506061554,10.50100040435791
060414,False,1,060414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.3575248420238495,1.309000015258789
060415,False,1,060415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07571288198232651,0.0,0.0,0.31577277183532715,9.45300006866455
060417,False,1,060417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08601398766040802,0.0,0.0,0.4770353436470032,13.020000457763672
060418,False,1,060418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08722741156816483,0.0,0.0,0.31209734082221985,1.3969999551773071
060501,False,1,060501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04228600859642029,0.0,0.0,0.22289308905601501,7.949999809265137
060502,False,1,060502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06013745814561844,0.0,0.0,0.1814604252576828,2.2869999408721924
060503,False,1,060503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13373860716819763,0.0,0.0,0.18466703593730927,1.7869999408721924
060504,False,1,060504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333358168602,0.0,0.0,0.27520236372947693,2.7179999351501465
060505,False,1,060505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129031777381897,0.0,0.0,0.24487382173538208,2.5360000133514404
060506,False,1,060506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03246753290295601,0.0,0.0,0.23546233773231506,1.0490000247955322
060507,False,1,060507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016260161995887756,0.0,0.0,0.2691570818424225,2.0880000591278076
060508,False,1,060508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16119548678398132,0.0,0.0,0.2068270444869995,7.440999984741211
060601,False,1,060601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057744067162275314,0.0,0.0,0.4553774297237396,34.310001373291016
060602,False,1,060602,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.046855732798576355,0.0,0.0,0.4800271987915039,10.288999557495117
060603,False,1,060603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08637873828411102,0.0,0.0,0.34343433380126953,2.9700000286102295
060604,False,1,060604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004228329751640558,0.0,0.0,0.2832699716091156,2.1040000915527344
060605,False,1,060605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05119453743100166,0.0,0.0,0.4294247031211853,3.180999994277954
060606,False,1,060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02402651123702526,0.0,0.0,0.37638169527053833,7.146999835968018
060607,False,1,060607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04359313100576401,0.0,0.0,0.4127258360385895,15.055999755859375
060608,False,1,060608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04815409332513809,0.0,0.0,0.36184707283973694,3.9630000591278076
060609,False,1,060609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090880304575,0.0,0.0,0.3594322204589844,2.184000015258789
060610,False,1,060610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04800000041723251,0.0,0.0,0.44212329387664795,2.9200000762939453
060611,False,1,060611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08244680613279343,0.0,0.0,0.34455668926239014,3.563999891281128
060612,False,1,060612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03094777651131153,0.0,0.0,0.49295774102211,4.330999851226807
060613,False,1,060613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05784313753247261,0.0,0.0,0.38904786109924316,7.688000202178955
060614,False,1,060614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038099952042102814,0.0,0.0,0.36750397086143494,8.838000297546387
060615,False,1,060615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06133333221077919,0.0,0.0,0.4008714556694031,1.8359999656677246
060701,False,1,060701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14683721959590912,0.0,0.0,0.5211155414581299,45.18000030517578
060702,False,1,060702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532467544078827,0.0,0.0,0.2946948707103729,3.260999917984009
060703,False,1,060703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056887898594141006,0.0,0.0,0.057926829904317856,13.776000022888184
060801,False,1,060801,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09193646907806396,0.0,0.0,0.324650377035141,44.26300048828125
060802,False,1,060802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07715736329555511,0.0,0.0,0.22754020988941193,5.0980000495910645
060803,False,1,060803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056410256773233414,0.0,0.0,0.4166114032268524,6.0320000648498535
060804,False,1,060804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08378087729215622,0.0,0.0,0.3542284071445465,8.77400016784668
060807,False,1,060807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05203938111662865,0.0,0.0,0.4457232654094696,3.822999954223633
060808,False,1,060808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04461538419127464,0.0,0.0,0.29760000109672546,4.375
060809,False,1,060809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017482517287135124,0.0,0.0,0.5568345189094543,4.170000076293945
060810,False,1,060810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14659686386585236,0.0,0.0,0.40256088972091675,3.2019999027252197
060811,False,1,060811,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12121212482452393,0.0,0.0,0.36876586079597473,4.73199987411499
060812,False,1,060812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07827475666999817,0.0,0.0,0.3468148708343506,9.717000007629395
060901,False,1,060901,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2006092220544815,0.0,0.0,0.30711522698402405,12.930000305175781
060902,False,1,060902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137236088514328,0.0,0.0,0.3199683427810669,7.581999778747559
060903,False,1,060903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08568738400936127,0.0,0.0,0.3578348457813263,11.25100040435791
060904,False,1,060904,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08695652335882187,0.0,0.0,0.39432117342948914,10.63599967956543
060905,False,1,060905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666716337204,0.0,0.0,0.39523518085479736,3.2739999294281006
060906,False,1,060906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1947626769542694,0.0,0.0,0.30059030652046204,4.235000133514404
060907,False,1,060907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2361111044883728,0.0,0.0,0.4394116997718811,7.683000087738037
061002,False,1,061002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11406690627336502,0.0,0.0,0.46468740701675415,40.452999114990234
061101,False,1,061101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07897603511810303,0.0,0.0,0.32730841636657715,22.406999588012695
061103,False,1,061103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049056604504585266,0.0,0.0,0.3381485939025879,3.3919999599456787
061106,False,1,061106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541825108230114,0.0,0.0,0.3346928358078003,3.9230000972747803
061107,False,1,061107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032332569360733,0.0,0.0,0.3723669648170471,11.630999565124512
061108,False,1,061108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050147492438554764,0.0,0.0,0.27468881011009216,3.615000009536743
061109,False,1,061109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05351833626627922,0.0,0.0,0.2651132345199585,6.13700008392334
061111,False,1,061111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02711864374577999,0.0,0.0,0.3363870680332184,3.493000030517578
061201,False,1,061201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08013244718313217,0.0,0.0,0.4222014248371124,19.242000579833984
061301,False,1,061301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05797101557254791,0.0,0.0,0.2908020317554474,10.697999954223633
061302,False,1,061302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0939597338438034,0.0,0.0,0.32332563400268555,2.1649999618530273
061303,False,1,061303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102257639169693,0.0,0.0,0.3682868182659149,6.665999889373779
061304,False,1,061304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03133903071284294,0.0,0.0,0.40301597118377686,3.381999969482422
061305,False,1,061305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053012046962976456,0.0,0.0,0.365177184343338,3.8940000534057617
061306,False,1,061306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2888951599597931,3.5480000972747803
061307,False,1,061307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057232048362493515,0.0,0.0,0.3384193480014801,5.833000183105469
061309,False,1,061309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07734806835651398,0.0,0.0,0.19693094491958618,0.7820000052452087
061310,False,1,061310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763888880610466,0.0,0.0,0.354770690202713,1.8969999551773071
070101,False,1,070101,16.0,6.0,0.0,1.0,13.0,0.0,0.0,0.0,0.1579398661851883,0.0,0.0,0.08833527565002441,198.572998046875
070102,False,1,070102,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385277509689331,0.0,0.0,0.06341254711151123,39.7239990234375
070104,False,1,070104,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14843687415122986,0.0,0.0,0.05815624073147774,33.40999984741211
070106,False,1,070106,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2410692572593689,0.0,0.0,0.07578646391630173,16.784000396728516
080101,False,1,080101,6.0,27.0,0.0,1.0,1.0,1.0,0.0,1.0,0.16093362867832184,0.0,1.0,0.1383744180202484,89.35900115966797
080102,False,1,080102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07769423723220825,0.0,0.0,0.6563155651092529,2.382999897003174
080103,False,1,080103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1340782195329666,0.0,0.0,0.3859095573425293,0.9509999752044678
080104,False,1,080104,5.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.2534024715423584,0.0,0.0,0.33236151933670044,6.173999786376953
080105,False,1,080105,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16958175599575043,0.0,0.0,0.34467118978500366,6.173999786376953
080106,False,1,080106,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18989011645317078,0.0,0.0,0.23335455358028412,37.698001861572266
080107,False,1,080107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818182021379471,0.0,0.0,0.3824503421783447,0.6039999723434448
080201,False,1,080201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15963855385780334,1.0,0.0,0.5211737751960754,5.690999984741211
080202,False,1,080202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14247311651706696,1.0,0.0,0.5391333699226379,2.9769999980926514
080203,False,1,080203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09487179666757584,1.0,0.0,0.5416334271430969,3.759000062942505
080204,False,1,080204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09322033822536469,1.0,0.0,0.5566636323928833,1.1030000448226929
080205,False,1,080205,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.3371559679508209,1.0,1.0,0.5248845815658569,7.796000003814697
080206,False,1,080206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07882676273584366,1.0,0.0,0.5522388219833374,4.1539998054504395
080207,False,1,080207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10629921406507492,1.0,0.0,0.5406666398048401,4.5
080301,False,1,080301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16019655764102936,0.0,0.0,0.450587660074234,12.081999778747559
080303,False,1,080303,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36721310019493103,0.0,0.0,0.4000000059604645,3.684999942779541
080304,False,1,080304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04843749850988388,0.0,0.0,0.6099212765693665,5.4629998207092285
080305,False,1,080305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24742268025875092,0.0,0.0,0.5163736343383789,6.198999881744385
080306,False,1,080306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04708520323038101,0.0,0.0,0.5320430397987366,6.974999904632568
080307,False,1,080307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048598766327,0.0,0.0,0.5288901329040527,3.496000051498413
080309,False,1,080309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276102066040039,0.0,0.0,0.5339264273643494,8.430000305175781
080401,False,1,080401,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22016936540603638,0.0,0.0,0.38458260893821716,9.392000198364258
080402,False,1,080402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03233831003308296,0.0,0.0,0.5386473536491394,2.8980000019073486
080403,False,1,080403,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12711864709854126,0.0,0.0,0.5977139472961426,3.5869998931884766
080404,False,1,080404,140.0,98.0,22.0,60.0,40.0,7.0,0.0,1.0,0.06274206191301346,0.0,1.0,0.46711406111717224,44.106998443603516
080405,False,1,080405,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09029126167297363,0.0,1.0,0.5804833769798279,6.578999996185303
080406,False,1,080406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04739336669445038,0.0,0.0,0.6134864687919617,4.0929999351501465
080407,False,1,080407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031512606889009476,0.0,0.0,0.6329715251922607,2.947999954223633
080501,False,1,080501,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4134615361690521,1.0,0.0,0.4736778140068054,8.244000434875488
080502,False,1,080502,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39331620931625366,1.0,0.0,0.5089462995529175,4.5269999504089355
080503,False,1,080503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15225806832313538,1.0,0.0,0.5378485918045044,4.015999794006348
080504,False,1,080504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19773095846176147,1.0,0.0,0.48701542615890503,2.6570000648498535
080505,False,1,080505,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1921965330839157,1.0,0.0,0.5185909867286682,4.598999977111816
080506,False,1,080506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16292135417461395,1.0,0.0,0.43486499786376953,2.1110000610351562
080507,False,1,080507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4431818127632141,1.0,0.0,0.47820672392845154,2.4089999198913574
080508,False,1,080508,5.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.42971888184547424,1.0,0.0,0.4669795632362366,2.9830000400543213
080601,False,1,080601,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.19611753523349762,1.0,1.0,0.3921739161014557,35.650001525878906
080602,False,1,080602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1840442270040512,1.0,0.0,0.5538634061813354,4.465000152587891
080603,False,1,080603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14783822000026703,1.0,0.0,0.558371901512146,4.103000164031982
080604,False,1,080604,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13339731097221375,1.0,0.0,0.5570448637008667,9.62399959564209
080605,False,1,080605,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09511110931634903,1.0,0.0,0.681540846824646,5.736999988555908
080606,False,1,080606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15263909101486206,1.0,1.0,0.4897235035896301,6.763000011444092
080607,False,1,080607,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0990825667977333,1.0,0.0,0.4394069015979767,3.506999969482422
080608,False,1,080608,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1314878910779953,1.0,0.0,0.4856944680213928,5.767000198364258
080701,False,1,080701,29.0,12.0,11.0,10.0,0.0,6.0,0.0,1.0,0.3869209885597229,1.0,0.0,0.5670300126075745,16.23900032043457
080702,False,1,080702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09200000017881393,1.0,1.0,0.6145833134651184,4.127999782562256
080703,False,1,080703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21824686229228973,1.0,0.0,0.623756468296051,5.026000022888184
080704,False,1,080704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36400818824768066,1.0,0.0,0.5720681548118591,8.041000366210938
080705,False,1,080705,7.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.1955193430185318,1.0,0.0,0.5918667912483215,8.82800006866455
