ubigeo,department,provincia,distrito,landredist_pc,landredist_pcprivate,landredist_pc_2,landdist_uncult_pc,D_LRSurfaceArea50th,LRpercap_calweighted_log,prop_ha_ths,imputed,lr_parent_ubigeo
021805,Áncash,SANTA,MORO,0.27296072,1.0,0.07450756,0.0,0.0,9.611336,0.64246005,False,21805
021806,Áncash,SANTA,NEPENA,0.0010118254,0.0073157186,1.0237907e-06,0.0,0.0,0.0,4.7466097,False,21806
021807,Áncash,SANTA,SAMANCO,0.0036092976,0.03137275,1.3027029e-05,0.0,0.0,0.0,1.13119,False,21807
021808,Áncash,SANTA,SANTA,0.19977567,1.0,0.039910316,0.0,0.0,0.0,0.4995,False,21808
021901,Áncash,SIHUAS,SIHUAS,0.3688484,1.0,0.13604915,0.0,0.0,2.2865252,1.0905,False,21901
021902,Áncash,SIHUAS,ACOBAMBA,0.34442943,1.0,0.11863163,0.0,0.0,23.709066,3.15345,False,21902
021903,Áncash,SIHUAS,ALFONSO UGARTE,0.0003398409,0.002674379,1.1549183e-07,0.0,0.0,0.012833222,0.66834,False,21903
021904,Áncash,SIHUAS,CASHAPAMPA,0.01162899,0.06399715,0.00013523341,0.0,0.0,0.13489364,0.79835,False,21904
021905,Áncash,SIHUAS,CHINGALPO,0.023499971,0.4245259,0.0005522487,0.0,0.0,0.9938563,0.2403,False,21905
021906,Áncash,SIHUAS,HUAYLLABAMBA,0.0026029497,0.002674379,6.775347e-06,0.0,0.0,0.11219084,26.590052,False,21906
021907,Áncash,SIHUAS,QUICHES,0.41372347,1.0,0.1711671,0.0,0.0,14.555362,1.26751,False,21907
021908,Áncash,SIHUAS,RAGASH,0.07969875,1.0,0.0063518905,0.0,0.0,2.214613,0.92195,False,21908
021909,Áncash,SIHUAS,SAN JUAN,0.9867826,0.9867826,0.9737399,0.0,1.0,18.958042,19.75199,False,21909
021910,Áncash,SIHUAS,SICSIBAMBA,1.0,1.0,1.0,0.0,1.0,24.064932,0.96129,False,21910
022001,Áncash,YUNGAY,YUNGAY,0.158267,1.0,0.025048446,0.0053399825,0.0,2.0001738,2.82222,False,22001
022002,Áncash,YUNGAY,CASCAPARA,0.33863235,1.0,0.11467186,0.0,0.0,13.952346,0.20553999,False,22002
022003,Áncash,YUNGAY,MANCOS,0.7518713,1.0,0.5653104,0.0,1.0,4.8363004,1.4839599,False,22003
022004,Áncash,YUNGAY,MATACOTO,0.19452815,1.0,0.0378412,0.0,0.0,4.7788987,0.28496,False,22004
022005,Áncash,YUNGAY,QUILLO,0.42425898,1.0,0.17999569,0.0,0.0,17.11305,3.1386,False,22005
022006,Áncash,YUNGAY,RANRAHIRCA,0.13764715,0.53647256,0.018946739,0.0,0.0,0.8104027,0.38176,False,22006
022007,Áncash,YUNGAY,SHUPLUY,0.38749135,1.0,0.15014954,0.0,0.0,13.452993,0.14883,False,22007
022008,Áncash,YUNGAY,YANAMA,0.047334094,0.19034855,0.0022405165,0.0,0.0,1.0071118,5.40633,False,22008
030101,Apurímac,ABANCAY,ABANCAY,0.09495389,0.12712088,0.009016241,0.0,0.0,1.0624028,21.27179,False,30101
030102,Apurímac,ABANCAY,CHACOCHE,0.0,0.0,0.0,0.0,0.0,0.0,0.18575,False,30102
030103,Apurímac,ABANCAY,CIRCA,0.22223595,0.9203278,0.049388815,0.0,0.0,26.875738,18.61085,False,30103
030104,Apurímac,ABANCAY,CURAHUASI,0.36590585,1.0,0.1338871,0.0012477828,0.0,17.02042,13.51297,False,30104
030105,Apurímac,ABANCAY,HUANIPACA,0.6557843,1.0,0.43005306,0.0,1.0,49.747208,15.550651,False,30105
030106,Apurímac,ABANCAY,LAMBRAMA,0.098063916,1.0,0.009616531,0.0,0.0,5.191229,1.63533,False,30106
030107,Apurímac,ABANCAY,PICHIRHUA,0.07850508,0.63902414,0.006163047,0.0071456325,0.0,4.078777,8.53704,False,30107
030108,Apurímac,ABANCAY,SAN PEDRO DE CACHORA,0.2735796,0.55625653,0.0748458,0.0,0.0,5.1892705,3.37845,False,30108
030109,Apurímac,ABANCAY,TAMBURCO,0.11684953,0.18021224,0.013653812,0.0,0.0,1.4160292,0.68979996,False,30109
030201,Apurímac,ANDAHUAYLAS,ANDAHUAYLAS,0.033483073,0.7863612,0.0011211162,0.009323148,0.0,0.46045053,1.30892,False,30201
030202,Apurímac,ANDAHUAYLAS,ANDARAPA,0.77263236,1.0,0.5969608,0.012032418,1.0,14.715865,2.41424,False,30202
030203,Apurímac,ANDAHUAYLAS,CHIARA,0.0,0.0,0.0,0.0,0.0,0.0,1.07708,False,30203
030204,Apurímac,ANDAHUAYLAS,HUANCARAMA,0.6241463,1.0,0.38955858,0.0,1.0,9.950542,1.8893299,False,30204
030205,Apurímac,ANDAHUAYLAS,HUANCARAY,0.070410304,0.4383288,0.0049576107,0.0,0.0,0.9558196,1.62095,False,30205
030207,Apurímac,ANDAHUAYLAS,KISHUARA,0.28477052,1.0,0.08109425,0.0,0.0,11.479485,6.21258,False,30207
030208,Apurímac,ANDAHUAYLAS,PACOBAMBA,0.29220194,1.0,0.08538197,0.0,0.0,11.104874,2.09956,False,30208
030209,Apurímac,ANDAHUAYLAS,PACUCHA,0.25314534,0.80407333,0.06408256,0.0,0.0,4.591904,7.1701202,False,30209
030210,Apurímac,ANDAHUAYLAS,PAMPACHIRI,0.0,0.0,0.0,0.0,0.0,0.0,3.6338701,False,30210
030211,Apurímac,ANDAHUAYLAS,POMACOCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.16749,False,30211
030212,Apurímac,ANDAHUAYLAS,SAN ANTONIO DE CACHI,0.37145692,0.9055643,0.13798024,0.0,0.0,15.1403675,7.14095,False,30212
030213,Apurímac,ANDAHUAYLAS,SAN JERÓNIMO,0.117513545,1.0,0.013809433,0.0,0.0,1.5476317,3.85252,False,30213
030215,Apurímac,ANDAHUAYLAS,SANTA MARÍA DE CHICMO,0.27392867,0.78451586,0.07503692,0.0,0.0,3.7398064,4.90207,False,30215
030216,Apurímac,ANDAHUAYLAS,TALAVERA,0.05582531,0.2692959,0.0031164654,0.0,0.0,0.44257674,2.59432,False,30216
030217,Apurímac,ANDAHUAYLAS,TUMAY HUARACA,0.0,0.0,0.0,0.0,0.0,0.0,0.84146005,False,30217
030218,Apurímac,ANDAHUAYLAS,TURPO,0.0,0.0,0.0,0.0,0.0,0.0,1.6098499,False,30218
030301,Apurímac,ANTABAMBA,ANTABAMBA,0.3170384,1.0,0.10051334,0.0,0.0,0.0,10.58423,False,30301
030302,Apurímac,ANTABAMBA,EL ORO,0.0,0.0,0.0,0.0,0.0,0.0,0.3189,False,30302
030303,Apurímac,ANTABAMBA,HUAQUIRCA,0.021346929,0.1979064,0.00045569136,0.0,0.0,0.0,11.19201,False,30303
030304,Apurímac,ANTABAMBA,JUAN ESPINOZA MEDRANO,0.031093767,0.19680038,0.0009668223,0.0,0.0,0.0,37.85043,False,30304
030305,Apurímac,ANTABAMBA,OROPESA,0.017891409,1.0,0.00032010252,0.0,0.0,0.015632335,0.30663002,False,30305
030306,Apurímac,ANTABAMBA,PACHACONAS,0.0,0.0,0.0,0.0,0.0,0.0,0.41276002,False,30306
030307,Apurímac,ANTABAMBA,SABAINO,0.024294125,0.20805186,0.0005902045,0.0,0.0,0.0,1.82866,False,30307
030401,Apurímac,AYMARAES,CHALHUANCA,0.0,0.0,0.0,0.0,0.0,0.0,144.97383,False,30401
030402,Apurímac,AYMARAES,CAPAYA,0.0,0.0,0.0,0.03544842,0.0,0.0,0.37794,False,30402
030403,Apurímac,AYMARAES,CARAYBAMBA,0.0,0.0,0.0,0.0,0.0,0.0,2.58788,False,30403
030404,Apurímac,AYMARAES,CHAPIMARCA,0.0,0.0,0.0,0.0,0.0,0.0,39.070328,False,30404
030405,Apurímac,AYMARAES,COLCABAMBA,0.0,0.0,0.0,0.0,0.0,0.0,0.19319999,False,30405
030406,Apurímac,AYMARAES,COTARUSE,0.0,0.0,0.0,0.0,0.0,0.0,19.55934,False,30406
030407,Apurímac,AYMARAES,HUAYLLO,0.0,0.0,0.0,0.0,0.0,0.0,0.42022,False,30407
030409,Apurímac,AYMARAES,LUCRE,0.0,0.0,0.0,0.0,0.0,0.0,0.58544,False,30409
030410,Apurímac,AYMARAES,POCOHUANCA,0.0,0.0,0.0,0.0,0.0,0.0,2.83774,False,30410
030411,Apurímac,AYMARAES,SAN JUAN DE CHACNA,0.0,0.0,0.0,0.0,0.0,0.0,0.9099,False,30411
030412,Apurímac,AYMARAES,SANAYCA,0.0,0.0,0.0,0.0,0.0,0.0,1.3864,False,30412
030413,Apurímac,AYMARAES,SORAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.65437,False,30413
030414,Apurímac,AYMARAES,TAPAIRIHUA,0.0,0.0,0.0,0.0,0.0,0.0,0.45517,False,30414
030415,Apurímac,AYMARAES,TINTAY,0.022353662,0.106561236,0.0004996862,0.0,0.0,0.50805634,2.19096,False,30415
030416,Apurímac,AYMARAES,TORAYA,0.09048235,0.91599417,0.008187055,0.06307142,0.0,3.7281635,2.4890301,False,30416
030417,Apurímac,AYMARAES,YANACA,0.019849896,0.13156728,0.0003940184,0.0,0.0,0.6339754,10.97023,False,30417
030501,Apurímac,COTABAMBAS,TAMBOBAMBA,0.019350588,0.3860684,0.00037444526,0.0102483,0.0,0.57840365,4.06105,False,30501
030502,Apurímac,COTABAMBAS,COTABAMBAS,0.36695346,1.0,0.13465485,0.0,0.0,15.161985,6.14212,False,30502
030503,Apurímac,COTABAMBAS,COYLLURQUI,0.1136607,1.0,0.0129187545,0.069158435,0.0,3.3952992,1.6705201,False,30503
030504,Apurímac,COTABAMBAS,HAQUIRA,0.0,0.0,0.0,0.0,0.0,0.0,1.98899,False,30504
030601,Apurímac,CHINCHEROS,CHINCHEROS,0.19811948,1.0,0.039251328,0.0,0.0,4.129234,1.20463,False,30601
030602,Apurímac,CHINCHEROS,ANCO_HUALLO,0.0,1.0,0.0,0.0,0.0,0.0,0.79034,False,30602
030603,Apurímac,CHINCHEROS,COCHARCAS,0.105442,0.8776504,0.011118016,0.028356437,0.0,3.3609922,2.70812,False,30603
030605,Apurímac,CHINCHEROS,OCOBAMBA,1.0,1.0,1.0,0.0,1.0,7.0579567,2.09956,False,30605
030606,Apurímac,CHINCHEROS,ONGOY,0.15250672,1.0,0.0232583,0.0,0.0,6.0184293,2.27898,False,30606
030701,Apurímac,GRAU,CHUQUIBAMBILLA,0.06784065,1.0,0.004602354,0.0,0.0,0.0,5.40756,False,30701
030702,Apurímac,GRAU,CURPAHUASI,0.21496157,1.0,0.04620848,0.0,0.0,11.032541,4.393,False,30702
030703,Apurímac,GRAU,GAMARRA,0.03990223,0.8580962,0.0015921879,0.023660088,0.0,1.6079634,4.98388,False,30703
030704,Apurímac,GRAU,HUAYLLATI,0.0,0.0,0.0,0.0,0.0,0.0,0.47695002,False,30704
030705,Apurímac,GRAU,MAMARA,0.0,0.0,0.0,0.0,0.0,0.0,0.8604,False,30705
030706,Apurímac,GRAU,MICAELA BASTIDAS,0.2764139,1.0,0.07640464,0.3121223,0.0,12.776906,3.75681,False,30706
030707,Apurímac,GRAU,PATAYPAMPA,0.0,0.0,0.0,0.0,0.0,0.0,1.01275,False,30707
030709,Apurímac,GRAU,SAN ANTONIO,0.0,0.0,0.0,0.0,0.0,0.0,0.26981,False,30709
030711,Apurímac,GRAU,TURPAY,0.0,0.0,0.0,0.0,0.0,0.0,0.67774,False,30711
040101,Arequipa,AREQUIPA,AREQUIPA,0.8419854,1.0,0.70893943,0.00021171017,1.0,0.0,1.21466,False,40101
040103,Arequipa,AREQUIPA,CAYMA,0.0012431775,0.06950038,1.5454901e-06,0.0,0.0,0.0,0.29963002,False,40103
040104,Arequipa,AREQUIPA,CERRO COLORADO,0.0068826634,0.07317907,4.7371053e-05,0.0,0.0,0.0,11.011849,False,40104
040105,Arequipa,AREQUIPA,CHARACATO,0.0063950913,0.09534578,4.0897194e-05,0.0,0.0,0.0,0.41365,False,40105
040106,Arequipa,AREQUIPA,CHIGUATA,0.0037520595,0.85753846,1.4077951e-05,0.00033404207,0.0,0.0,1.27356,False,40106
040108,Arequipa,AREQUIPA,LA JOYA,0.090529606,1.0,0.00819561,0.0,0.0,0.0,2.0541499,False,40108
040110,Arequipa,AREQUIPA,MIRAFLORES,0.0060182987,1.0,3.621992e-05,0.0,0.0,7.83842e-07,0.0,False,40110
040111,Arequipa,AREQUIPA,MOLLEBAYA,0.0,1.5999869e-05,0.0,0.0,0.0,0.0,0.20800999,False,40111
040113,Arequipa,AREQUIPA,POCSI,0.0030563932,0.054310042,9.341539e-06,0.0,0.0,0.0,0.23644,False,40113
040114,Arequipa,AREQUIPA,POLOBAYA,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,0.55919,False,40114
040115,Arequipa,AREQUIPA,QUEQUENA,0.0,0.0,0.0,0.0,0.0,0.0,0.1529,False,40115
040116,Arequipa,AREQUIPA,SABANDIA,0.0055851378,0.054669328,3.1193762e-05,0.0,0.0,0.0,0.21697,False,40116
040117,Arequipa,AREQUIPA,SACHACA,0.03207518,0.054301873,0.0010288173,0.0,0.0,4.0528917e-05,0.73724,False,40117
040118,Arequipa,AREQUIPA,SAN JUAN DE SIGUAS,0.015202085,1.0,0.00023110337,0.0016137841,0.0,0.010214303,3.2601602,False,40118
040119,Arequipa,AREQUIPA,SAN JUAN DE TARUCANI,0.0,0.0002190608,0.0,0.0,0.0,0.0,148.86034,False,40119
040121,Arequipa,AREQUIPA,SANTA RITA DE SIGUAS,0.002861148,0.26687014,8.186168e-06,0.0,0.0,0.0,1.9404,False,40121
040123,Arequipa,AREQUIPA,TIABAYA,1.0,1.0,1.0,0.0,1.0,0.0,0.6419,False,40123
040124,Arequipa,AREQUIPA,UCHUMAYO,0.0023853884,0.053721398,5.6900776e-06,0.0,0.0,0.0,0.75708,False,40124
040125,Arequipa,AREQUIPA,VITOR,0.0011322979,0.36810693,1.2820985e-06,0.00035113946,0.0,0.0,1.2109699,False,40125
040126,Arequipa,AREQUIPA,YANAHUARA,0.07623639,0.076207794,0.005811987,0.0,0.0,0.0,0.07016,False,40126
040127,Arequipa,AREQUIPA,YARABAMBA,0.00024900914,0.028418973,6.2005554e-08,0.0,0.0,0.0,0.24953,False,40127
040128,Arequipa,AREQUIPA,YURA,0.00013848038,0.0013269639,1.9176815e-08,1.539794e-05,0.0,0.0,10.71257,False,40128
040201,Arequipa,CAMANÁ,CAMANÁ,0.090550415,0.16664696,0.008199378,0.060257062,0.0,0.033125196,0.27032998,False,40201
040202,Arequipa,CAMANÁ,JOSÉ MARÍA QUIMPER,0.016155465,0.0460017,0.00026099905,0.0,0.0,0.0,0.29667002,False,40202
040203,Arequipa,CAMANÁ,MARIANO NICOLÁS VALCÁRCEL,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,0.032169998,False,40203
040204,Arequipa,CAMANÁ,MARISCAL CÁCERES,0.003398586,0.114464514,1.1550387e-05,0.0080243,0.0,0.0,0.74227,False,40204
040206,Arequipa,CAMANÁ,OCONA,0.0,0.0,0.0,0.00045109694,0.0,0.0,0.44953,False,40206
040208,Arequipa,CAMANÁ,SAMUEL PASTOR,0.0040231114,0.06588386,1.6185426e-05,0.0003396806,0.0,0.0,0.60978,False,40208
040301,Arequipa,CARAVELÍ,CARAVELÍ,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,1.52322,False,40301
040302,Arequipa,CARAVELÍ,ACARÍ,0.0070234537,1.0,4.93289e-05,0.0,0.0,0.0,0.24139,False,40302
040303,Arequipa,CARAVELÍ,ATICO,0.0,1.5999876e-05,0.0,0.0,0.0,0.0,0.0449,False,40303
040304,Arequipa,CARAVELÍ,ATIQUIPA,0.0,1.599987e-05,0.0,0.0,0.0,0.0,2680.497,False,40304
040305,Arequipa,CARAVELÍ,BELLA UNIÓN,0.0026824656,0.07601676,7.1956215e-06,0.0,0.0,0.0,3.6555,False,40305
040306,Arequipa,CARAVELÍ,CAHUACHO,0.0,1.6001057e-05,0.0,0.0,0.0,0.0,6.04065,False,40306
040307,Arequipa,CARAVELÍ,CHALA,0.00018504044,0.0014167535,3.4239964e-08,0.0,0.0,0.0,4.9514103,False,40307
040308,Arequipa,CARAVELÍ,CHAPARRA,0.0,0.020737067,0.0,0.0,0.0,0.0,0.54710996,False,40308
040309,Arequipa,CARAVELÍ,HUANUHUANU,0.0,0.0016771974,0.0,0.0,0.0,0.0,26.24432,False,40309
040310,Arequipa,CARAVELÍ,JAQUI,0.0043381383,0.12140882,1.8819444e-05,0.00013005579,0.0,0.0,1.16242,False,40310
040312,Arequipa,CARAVELÍ,QUICACHA,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,8.06703,False,40312
040313,Arequipa,CARAVELÍ,YAUCA,0.0,0.0028084368,0.0,0.0,0.0,0.0,0.37754002,False,40313
040401,Arequipa,CASTILLA,APLAO,0.0073682046,0.20354013,5.4290438e-05,0.0011864643,0.0,0.35243952,2.55633,False,40401
040402,Arequipa,CASTILLA,ANDAGUA,0.000760155,0.043815892,5.778356e-07,0.0,0.0,0.110213555,0.73084,False,40402
040403,Arequipa,CASTILLA,AYO,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,0.23974,False,40403
040404,Arequipa,CASTILLA,CHACHAS,0.00041638143,0.0054108333,1.733735e-07,0.0,0.0,0.07588815,8.9075,False,40404
040405,Arequipa,CASTILLA,CHILCAYMARCA,0.0,1.5999873e-05,0.0,0.00016840667,0.0,0.0,0.09832,False,40405
040406,Arequipa,CASTILLA,CHOCO,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,2.2925901,False,40406
040407,Arequipa,CASTILLA,HUANCARQUI,0.00029573657,0.040716607,8.7460116e-08,7.0056754e-05,0.0,0.064352,0.39022,False,40407
040408,Arequipa,CASTILLA,MACHAGUAY,0.20022437,0.21792382,0.040089797,0.0,0.0,13.938853,23.648949,False,40408
040409,Arequipa,CASTILLA,ORCOPAMPA,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,0.17608,False,40409
040410,Arequipa,CASTILLA,PAMPACOLCA,0.011766034,0.08078723,0.00013843956,0.0,0.0,0.25557348,14.357639,False,40410
040411,Arequipa,CASTILLA,TIPAN,0.0003032027,0.0054812436,9.193187e-08,0.0,0.0,0.015798403,0.24861999,False,40411
040412,Arequipa,CASTILLA,UNON,0.0,0.0,0.0,0.0,0.0,0.0,0.29097,False,40412
040414,Arequipa,CASTILLA,VIRACO,0.020861655,0.17648196,0.00043520867,0.0,0.0,0.47731084,1.16036,False,40414
040501,Arequipa,CAYLLOMA,CHIVAY,0.10512768,0.1082852,0.011051829,0.0,0.0,0.0,86.46997,False,40501
040502,Arequipa,CAYLLOMA,ACHOMA,0.15623203,0.46248278,0.024408447,0.0,0.0,0.0,6.83495,False,40502
040503,Arequipa,CAYLLOMA,CABANACONDE,0.0,0.0,0.0,0.0,0.0,0.0,82.65462,False,40503
040504,Arequipa,CAYLLOMA,CALLALLI,0.08026659,0.14387149,0.006442725,0.0,0.0,0.0,68.81864,False,40504
040505,Arequipa,CAYLLOMA,CAYLLOMA,0.2007283,0.2007443,0.04029185,0.016085438,0.0,0.0,117.967,False,40505
040506,Arequipa,CAYLLOMA,COPORAQUE,0.028123839,0.028139839,0.0007909503,0.0,0.0,0.0,38.28228,False,40506
040507,Arequipa,CAYLLOMA,HUAMBO,0.00027605824,0.0037954662,7.620815e-08,0.0,0.0,0.08165661,0.70540994,False,40507
040508,Arequipa,CAYLLOMA,HUANCA,6.4665925e-05,0.001863296,4.1816817e-09,0.0,0.0,2.9157434e-05,0.96391,False,40508
040509,Arequipa,CAYLLOMA,ICHUPAMPA,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,0.28471,False,40509
040510,Arequipa,CAYLLOMA,LARI,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,18.4301,False,40510
040511,Arequipa,CAYLLOMA,LLUTA,0.018905297,0.10435661,0.00035741026,0.02688695,0.0,0.26296735,58.75721,False,40511
040512,Arequipa,CAYLLOMA,MACA,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,1.55305,False,40512
040513,Arequipa,CAYLLOMA,MADRIGAL,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,3.4223602,False,40513
040514,Arequipa,CAYLLOMA,SAN ANTONIO DE CHUCA,0.0677174,0.117199056,0.0045856466,0.0,0.0,0.0,61.383,False,40514
040515,Arequipa,CAYLLOMA,SIBAYO,0.020814452,0.02475425,0.00043324142,0.0,0.0,0.0,31.228,False,40515
040516,Arequipa,CAYLLOMA,TAPAY,0.0036279063,0.06843158,1.3161704e-05,0.0,0.0,0.11396669,2.16349,False,40516
040517,Arequipa,CAYLLOMA,TISCO,0.036995426,0.05872842,0.0013686615,0.0,0.0,0.0,93.4,False,40517
040518,Arequipa,CAYLLOMA,TUTI,0.11499759,0.25492316,0.013224445,0.0,0.0,0.0,6.97656,False,40518
040519,Arequipa,CAYLLOMA,YANQUE,0.08911385,0.51689607,0.007941278,0.0,0.0,0.0,50.697987,False,40519
040601,Arequipa,CONDESUYOS,CHUQUIBAMBA,0.00076900417,0.07047436,5.913674e-07,0.0,0.0,0.067275286,1.00944,False,40601
040602,Arequipa,CONDESUYOS,ANDARAY,0.0007253491,0.010248821,5.261314e-07,0.0,0.0,0.29895553,5.67626,False,40602
040603,Arequipa,CONDESUYOS,CAYARANI,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,23.13061,False,40603
040604,Arequipa,CONDESUYOS,CHICHAS,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,0.44932997,False,40604
040605,Arequipa,CONDESUYOS,IRAY,0.00042467745,0.016314432,1.8035094e-07,0.0,0.0,0.05148532,0.44316,False,40605
040606,Arequipa,CONDESUYOS,RÍO GRANDE,0.00014807872,0.016059197,2.1927306e-08,0.0,0.0,0.022044264,0.28173,False,40606
040607,Arequipa,CONDESUYOS,SALAMANCA,0.0,7.918813e-05,0.0,0.0,0.0,0.0,4.8841,False,40607
040608,Arequipa,CONDESUYOS,YANAQUIHUA,0.00010539668,0.011601943,1.110846e-08,0.0,0.0,0.019887913,0.79297996,False,40608
040701,Arequipa,ISLAY,MOLLENDO,0.0002288634,0.04966371,5.2378454e-08,0.0,0.0,0.0,0.54506,False,40701
040702,Arequipa,ISLAY,COCACHACRA,0.010253107,0.48535508,0.00010512621,0.00030321252,0.0,0.0,0.66049,False,40702
040703,Arequipa,ISLAY,DEAN VALDIVIA,0.16349086,0.84603685,0.026729262,0.012579116,0.0,0.0,1.0351,False,40703
040704,Arequipa,ISLAY,ISLAY,0.00030755467,1.0,9.458987e-08,0.0,0.0,0.0,0.0,False,40704
040705,Arequipa,ISLAY,MEJIA,0.013951822,0.18463959,0.00019465334,0.0,0.0,0.0,0.37985998,False,40705
040706,Arequipa,ISLAY,PUNTA DE BOMBÓN,0.011237578,1.0,0.00012628315,0.00042759706,0.0,0.0,0.48572,False,40706
040801,Arequipa,LA UNIÒN,COTAHUASI,0.6633527,1.0,0.44003683,0.0,1.0,15.3905945,0.75319,False,40801
040802,Arequipa,LA UNIÒN,ALCA,0.00062753254,0.020702953,3.9379708e-07,0.0,0.0,0.018057555,0.483,False,40802
040803,Arequipa,LA UNIÒN,CHARCANA,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,0.58451,False,40803
040804,Arequipa,LA UNIÒN,HUAYNACOTAS,0.15183215,0.6775106,0.023053002,0.0,0.0,15.425826,8.89621,False,40804
040805,Arequipa,LA UNIÒN,PAMPAMARCA,0.0,0.12404433,0.0,0.0,0.0,0.0,1.25,False,40805
040806,Arequipa,LA UNIÒN,PUYCA,0.06071604,0.6897128,0.0036864376,0.0,0.0,1.7250576,11.65852,False,40806
040807,Arequipa,LA UNIÒN,QUECHUALLA,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,0.36718,False,40807
040808,Arequipa,LA UNIÒN,SAYLA,0.0,1.5999873e-05,0.0,0.0,0.0,0.0,0.90636,False,40808
040809,Arequipa,LA UNIÒN,TAURIA,0.0,1.5999874e-05,0.0,0.0,0.0,0.0,0.38091,False,40809
040810,Arequipa,LA UNIÒN,TOMEPAMPA,0.0,0.063076444,0.0,0.0010616592,0.0,0.0,0.28509,False,40810
040811,Arequipa,LA UNIÒN,TORO,0.03730419,0.055383526,0.0013916026,0.0,0.0,3.9464943,25.79991,False,40811
050101,Ayacucho,HUAMANGA,AYACUCHO,0.31505352,1.0,0.09925872,0.0,0.0,0.53811973,1.96724,False,50101
050102,Ayacucho,HUAMANGA,ACOCRO,0.3760483,0.7492523,0.14141232,0.0,0.0,13.551373,17.642199,False,50102
050103,Ayacucho,HUAMANGA,ACOS VINCHOS,0.43338686,1.0,0.18782417,0.034896124,0.0,9.794434,3.0533102,False,50103
050104,Ayacucho,HUAMANGA,CARMEN ALTO,0.7355213,1.0,0.5409916,0.0,1.0,3.2037811,0.14905,False,50104
050105,Ayacucho,HUAMANGA,CHIARA,0.091934435,0.35579118,0.0084519405,0.0,0.0,5.5311747,13.35226,False,50105
050106,Ayacucho,HUAMANGA,OCROS,0.09328239,0.97135955,0.008701604,0.0,0.0,4.88822,49.883392,False,50106
050107,Ayacucho,HUAMANGA,PACAYCASA,0.5735454,1.0,0.3289543,0.0,1.0,7.5227957,0.97895,False,50107
050108,Ayacucho,HUAMANGA,QUINUA,0.048901975,0.26880738,0.002391403,0.0,0.0,1.0257826,16.806839,False,50108
050109,Ayacucho,HUAMANGA,SAN JOSÉ DE TICLLAS,0.08528688,0.17933609,0.0072738514,0.0,0.0,1.1377314,2.8772,False,50109
050110,Ayacucho,HUAMANGA,SAN JUAN BAUTISTA,0.038645558,0.3688706,0.0014934791,0.0,0.0,0.06609315,0.13219,False,50110
050111,Ayacucho,HUAMANGA,SANTIAGO DE PISCHA,0.27313894,0.8449596,0.074604884,0.0,0.0,7.210035,3.3823798,False,50111
050112,Ayacucho,HUAMANGA,SOCOS,0.29591438,1.0,0.08756532,0.0,0.0,3.0822458,1.7773,False,50112
050113,Ayacucho,HUAMANGA,TAMBILLO,0.39509353,1.0,0.1560989,0.016364371,0.0,15.716271,2.56349,False,50113
050114,Ayacucho,HUAMANGA,VINCHOS,0.08271236,0.55598724,0.0068413345,0.016171904,0.0,3.172568,10.90073,False,50114
050201,Ayacucho,CANGALLO,CANGALLO,0.0,0.0,0.0,0.0,0.0,0.0,5.39419,False,50201
050202,Ayacucho,CANGALLO,CHUSCHI,0.0,0.0,0.0,0.0,0.0,0.0,3.08367,False,50202
050203,Ayacucho,CANGALLO,LOS MOROCHUCOS,0.12540737,0.5502092,0.015727008,0.0,0.0,2.40085,5.8386803,False,50203
050204,Ayacucho,CANGALLO,MARÍA PARADO DE BELLIDO,0.0,0.0,0.0,0.0,0.0,0.0,2.1264,False,50204
050205,Ayacucho,CANGALLO,PARAS,0.0,0.0,0.0,0.0,0.0,0.0,2.22345,False,50205
050206,Ayacucho,CANGALLO,TOTOS,0.0,0.0,0.0,0.0,0.0,0.0,2.7503898,False,50206
050301,Ayacucho,HUANCA SANCOS,SANCOS,0.0,0.0,0.0,0.0,0.0,0.0,69.28861,False,50301
050302,Ayacucho,HUANCA SANCOS,CARAPO,0.0,0.0,0.0,0.0,0.0,0.0,2.1571202,False,50302
050303,Ayacucho,HUANCA SANCOS,SACSAMARCA,0.0,0.0,0.0,0.0,0.0,0.0,13.149799,False,50303
050304,Ayacucho,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,0.0,0.0,0.0,0.0,0.0,0.0,11.24954,False,50304
050401,Ayacucho,HUANTA,HUANTA,0.14880545,1.0,0.022143064,0.00032457616,0.0,6.2064996,34.869698,False,50401
